"","Plotnummer","Rueckegasse","Esche.markiert","Baumart_kurz","Hoehe","Anzahl.Triebe","Einjaehriger.Saemling","ETS.abgestorben.frisch","ETS.abgestorben.alt","ETS.lebend","Verbiss.lebend","Verbiss.tot","Sonstige.Gruende.tot","Blattflecken","Bemerkungen","Zaun","Ausgeschlossen.Rand.Zaun","Flaeche","Jahr","ETS.abgestorben.frisch.terminal","ETS.abgestorben.alt.terminal","ETS.lebend.terminal","Verbiss.lebend.terminal","Verbiss.tot.terminal","Sonstige.Gruende.tot.terminal"
"506",NA,FALSE,"SW","GEs",8,1,FALSE,NA,NA,NA,NA,NA,NA,NA,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"507",NA,FALSE,"NW","GEs",4,1,TRUE,NA,NA,NA,NA,NA,NA,NA,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"508",NA,FALSE,"NO","GEs",8,1,FALSE,NA,NA,NA,NA,NA,NA,NA,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"509",8735,FALSE,"SW","GEs",5,1,TRUE,NA,NA,NA,NA,NA,NA,0,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"510",NA,FALSE,"NW","GEs",14,2,FALSE,NA,NA,NA,NA,NA,NA,2,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"511",NA,FALSE,"NO","GEs",6,1,TRUE,NA,NA,NA,NA,NA,NA,NA,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"512",NA,FALSE,"SO","GEs",13,1,FALSE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"513",8736,FALSE,"NO","GEs",6,1,FALSE,NA,NA,NA,NA,NA,NA,NA,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"514",NA,FALSE,"SO","GEs",8,1,FALSE,NA,NA,NA,NA,NA,NA,0,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"515",NA,FALSE,"SW","GEs",7,1,TRUE,NA,NA,NA,NA,NA,NA,0,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"516",NA,FALSE,"NW","GEs",7,1,FALSE,NA,NA,NA,NA,NA,NA,0,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"517",8737,FALSE,"NW","GEs",3,1,FALSE,NA,NA,NA,NA,NA,NA,NA,"keine Blätter",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"518",NA,FALSE,"NO","GEs",5,1,TRUE,NA,NA,NA,NA,NA,NA,0,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"519",NA,FALSE,"SO","GEs",7,1,TRUE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"520",NA,FALSE,"SW","GEs",8,1,TRUE,NA,NA,NA,NA,NA,NA,NA,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"521",8738,FALSE,"SW","GEs",4,1,FALSE,NA,NA,NA,NA,NA,NA,1,"Verwechselt mit SO?",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"522",NA,FALSE,"NW","GEs",7,1,FALSE,NA,NA,NA,NA,NA,NA,0,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"523",NA,FALSE,"SO","GEs",14,1,FALSE,NA,NA,NA,NA,NA,NA,NA,"keine Blätter",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"524",NA,FALSE,"MITTE","GEs",10,1,TRUE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"525",8739,FALSE,"SO","GEs",5,1,TRUE,NA,NA,NA,NA,NA,NA,0,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"526",NA,FALSE,"SW","GEs",5,1,TRUE,NA,NA,NA,NA,NA,NA,NA,"keine Blätter",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"527",NA,FALSE,"NW","GEs",9,1,FALSE,NA,NA,NA,NA,NA,NA,NA,"keine Blätter",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"528",8740,FALSE,"NO","GEs",8,2,FALSE,NA,NA,NA,NA,NA,NA,1,"stark umgeknickt",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"529",8741,FALSE,"SW","GEs",6,1,TRUE,NA,NA,NA,NA,NA,NA,0,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"530",NA,FALSE,"NW","GEs",10,1,FALSE,NA,NA,NA,NA,NA,NA,2,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"531",NA,FALSE,"NO","GEs",17,3,FALSE,NA,NA,NA,NA,1,NA,NA,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"532",NA,FALSE,"SO","GEs",9,1,FALSE,NA,NA,NA,NA,NA,NA,0,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"533",8742,FALSE,"NO","GEs",6,1,FALSE,NA,NA,NA,NA,NA,NA,0,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"534",NA,FALSE,"SO","GEs",4,1,FALSE,NA,NA,NA,NA,NA,NA,1,"verwechselt mit SW?",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"535",NA,FALSE,"SW","GEs",10,1,FALSE,NA,NA,NA,NA,NA,NA,0,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"536",NA,FALSE,"NW","GEs",4,1,FALSE,NA,NA,NA,NA,NA,NA,0,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"537",8743,FALSE,"SO","GEs",17,1,FALSE,NA,NA,NA,NA,NA,NA,3,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"538",NA,FALSE,"SW","GEs",8,1,FALSE,NA,NA,NA,NA,NA,NA,NA,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"539",NA,FALSE,"NW","GEs",7,1,TRUE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"540",NA,FALSE,"NO","GEs",3,1,TRUE,NA,NA,NA,NA,NA,NA,1,"verwechselt mit NW?",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"541",8744,FALSE,"SO","GEs",8,1,TRUE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"542",NA,FALSE,"SW","GEs",9,1,TRUE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"543",NA,FALSE,"NO","GEs",12,2,FALSE,NA,NA,NA,NA,NA,NA,0,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"544",8745,FALSE,"NO","GEs",8,1,FALSE,NA,NA,NA,NA,NA,NA,NA,"keine Blätter",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"545",NA,FALSE,"SO","GEs",11,1,FALSE,NA,NA,NA,NA,NA,NA,0,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"546",NA,FALSE,"SW","GEs",7,1,FALSE,NA,NA,NA,NA,NA,NA,0,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"547",NA,FALSE,"NW","GEs",6,1,FALSE,NA,NA,NA,NA,NA,NA,NA,"keine Blätter",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"548",8746,FALSE,"NO","GEs",21,1,FALSE,NA,NA,NA,NA,NA,NA,NA,"keine Blätter",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"549",NA,FALSE,"SO","GEs",27,3,FALSE,NA,NA,NA,NA,1,NA,NA,"keine Blätter",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"550",NA,FALSE,"SW","GEs",8,1,FALSE,NA,NA,NA,NA,NA,NA,NA,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"551",8747,FALSE,"NO","GEs",20,1,FALSE,NA,NA,NA,NA,NA,NA,NA,"keine Blätter",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"552",NA,FALSE,"SO","GEs",8,1,FALSE,NA,NA,NA,NA,NA,NA,NA,"keine Blätter",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"553",NA,FALSE,"SW","GEs",7,1,TRUE,NA,NA,NA,NA,NA,NA,NA,"keine Blätter",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"554",NA,FALSE,"NW","GEs",12,4,FALSE,NA,1,NA,NA,NA,NA,NA,"",TRUE,FALSE,"goe_ans",2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"555",8748,FALSE,"SO","GEs",6,1,TRUE,NA,NA,NA,NA,NA,NA,NA,"keine Blätter",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"556",NA,FALSE,"SW","GEs",6,1,TRUE,NA,NA,NA,NA,NA,NA,NA,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"557",NA,FALSE,"NO","GEs",6,1,FALSE,NA,NA,NA,1,NA,NA,NA,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"558",8749,FALSE,"SO","GEs",8,1,TRUE,NA,NA,NA,NA,NA,NA,NA,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"559",NA,FALSE,"NO","GEs",3,1,FALSE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"560",8750,FALSE,"NO","GEs",16,1,FALSE,NA,NA,1,NA,NA,NA,NA,"keine Blätter",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"561",NA,FALSE,"SO","GEs",7,1,FALSE,NA,NA,NA,NA,NA,NA,NA,"keine Blätter",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"562",NA,FALSE,"SW","GEs",8,1,FALSE,NA,NA,NA,NA,NA,NA,NA,"keine Blätter",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"563",NA,FALSE,"NW","GEs",23,6,FALSE,NA,NA,1,NA,1,NA,NA,"keine Blätter",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"564",8751,FALSE,"SO","GEs",15,3,FALSE,NA,NA,NA,NA,1,NA,NA,"keine Blätter",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"565",NA,FALSE,"SW","GEs",13,4,FALSE,NA,NA,1,NA,NA,1,NA,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"566",NA,FALSE,"NW","GEs",11,1,FALSE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"567",NA,FALSE,"NO","GEs",12,3,FALSE,2,NA,NA,NA,NA,NA,NA,"",TRUE,FALSE,"goe_ans",2021,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"568",8752,FALSE,"NO","GEs",13,1,FALSE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"569",NA,FALSE,"SO","GEs",21,1,FALSE,NA,NA,NA,NA,NA,NA,0,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"570",NA,FALSE,"SW","GEs",12,1,FALSE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"571",NA,FALSE,"NW","GEs",13,1,FALSE,NA,NA,1,NA,NA,NA,NA,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"572",8753,FALSE,"SW","GEs",23,4,FALSE,NA,NA,NA,NA,NA,NA,2,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"573",NA,FALSE,"NW","GEs",14,3,FALSE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"574",NA,FALSE,"NO","GEs",7,2,FALSE,NA,1,NA,NA,NA,NA,NA,"",TRUE,FALSE,"goe_ans",2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"575",NA,FALSE,"SO","GEs",11,2,FALSE,NA,NA,NA,NA,NA,NA,0,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"576",8754,FALSE,"NO","GEs",5,1,TRUE,NA,NA,NA,NA,NA,NA,NA,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"577",NA,FALSE,"SO","GEs",11,1,TRUE,NA,NA,NA,NA,NA,NA,NA,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"578",NA,FALSE,"SW","GEs",8,1,FALSE,NA,NA,NA,NA,NA,NA,NA,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"579",NA,FALSE,"NW","GEs",12,1,FALSE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"580",8755,FALSE,"SO","GEs",5,1,TRUE,NA,NA,NA,NA,NA,NA,NA,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"581",NA,FALSE,"NO","GEs",8,1,FALSE,NA,NA,NA,NA,NA,NA,2,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"582",NA,FALSE,"SW","GEs",9,2,FALSE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"583",NA,FALSE,"NW","GEs",6,1,FALSE,NA,NA,NA,NA,NA,NA,NA,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"584",8756,FALSE,"SW","GEs",10,1,FALSE,NA,NA,NA,NA,NA,NA,0,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"585",NA,FALSE,"NW","GEs",5,1,TRUE,NA,NA,NA,NA,NA,NA,NA,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"586",NA,FALSE,"NO","GEs",8,1,FALSE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"587",NA,FALSE,"SO","GEs",17,1,FALSE,NA,NA,NA,NA,NA,NA,0,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"588",8757,FALSE,"NO","GEs",6,1,FALSE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"589",NA,FALSE,"SO","GEs",8,1,FALSE,NA,NA,NA,NA,NA,NA,0,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"590",NA,FALSE,"SW","GEs",8,1,FALSE,NA,NA,NA,NA,NA,NA,NA,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"591",NA,FALSE,"NW","GEs",8,2,FALSE,NA,NA,NA,NA,NA,NA,NA,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"592",8758,FALSE,"SW","GEs",12,1,FALSE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"593",NA,FALSE,"NW","GEs",7,1,FALSE,NA,NA,NA,NA,NA,NA,0,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"594",NA,FALSE,"NO","GEs",8,1,TRUE,NA,NA,NA,NA,NA,NA,NA,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"595",NA,FALSE,"SO","GEs",4,1,TRUE,NA,NA,NA,NA,NA,NA,NA,"",TRUE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"596",8759,FALSE,"SO","GEs",6,1,TRUE,NA,NA,NA,NA,NA,NA,NA,"",FALSE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"597",NA,FALSE,"NO","GEs",10,1,FALSE,NA,NA,NA,NA,NA,NA,NA,"",FALSE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"598",NA,FALSE,"SW","GEs",4,1,TRUE,NA,NA,NA,NA,NA,NA,NA,"",FALSE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"599",NA,FALSE,"NW","GEs",5,1,TRUE,NA,NA,NA,NA,NA,NA,NA,"",FALSE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"600",8760,FALSE,"SO","GEs",6,1,FALSE,NA,NA,NA,NA,NA,NA,NA,"",FALSE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"601",NA,FALSE,"NO","GEs",7,1,TRUE,NA,NA,NA,NA,NA,NA,NA,"",FALSE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"602",NA,FALSE,"SW","GEs",5,1,TRUE,NA,NA,NA,NA,NA,NA,NA,"",FALSE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"603",NA,FALSE,"NW","GEs",7,1,TRUE,NA,NA,NA,NA,NA,NA,NA,"",FALSE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"604",8761,FALSE,"SO","GEs",7,1,TRUE,NA,NA,NA,NA,NA,NA,NA,"",FALSE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"605",NA,FALSE,"NO","GEs",7,1,TRUE,NA,NA,NA,NA,NA,NA,NA,"",FALSE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"606",NA,FALSE,"SW","GEs",10,1,TRUE,NA,NA,NA,NA,NA,NA,NA,"",FALSE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"607",NA,FALSE,"NW","GEs",5,1,TRUE,NA,NA,NA,NA,NA,NA,NA,"",FALSE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"608",8762,TRUE,"SO","GEs",8,1,FALSE,NA,NA,NA,NA,NA,NA,NA,"",FALSE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"609",NA,TRUE,"NO","GEs",5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,"",FALSE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"610",NA,TRUE,"SW","GEs",5,1,TRUE,NA,NA,NA,NA,NA,NA,NA,"",FALSE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"611",NA,TRUE,"NW","GEs",9,3,FALSE,NA,NA,NA,NA,NA,NA,NA,"",FALSE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"612",8763,FALSE,"SO","GEs",14,2,FALSE,NA,NA,NA,NA,NA,1,NA,"",FALSE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"613",NA,FALSE,"NO","GEs",8,1,TRUE,NA,NA,NA,NA,NA,NA,NA,"",FALSE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"614",NA,FALSE,"SW","GEs",8,1,TRUE,NA,NA,NA,NA,NA,NA,NA,"",FALSE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"615",NA,FALSE,"NW","GEs",7,1,TRUE,NA,NA,NA,NA,NA,NA,NA,"",FALSE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"616",8764,FALSE,"NO","GEs",7,1,TRUE,NA,NA,NA,NA,NA,NA,NA,"",FALSE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"617",NA,FALSE,"NW","GEs",8,2,FALSE,1,NA,1,NA,NA,NA,NA,"",FALSE,FALSE,"goe_ans",2021,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"618",NA,FALSE,"SW","GEs",7,1,TRUE,NA,NA,NA,NA,NA,NA,NA,"",FALSE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"619",NA,FALSE,"SO","GEs",8,1,TRUE,NA,NA,NA,NA,NA,NA,NA,"",FALSE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"620",8765,FALSE,"SO","GEs",7,1,TRUE,NA,NA,NA,NA,NA,NA,NA,"",FALSE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"621",NA,FALSE,"SW","GEs",16,1,FALSE,NA,NA,NA,NA,NA,NA,NA,"",FALSE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"622",NA,FALSE,"NW","GEs",8,1,TRUE,NA,NA,NA,NA,NA,NA,NA,"",FALSE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"623",8766,FALSE,"NO","GEs",5,1,TRUE,NA,NA,NA,NA,NA,NA,NA,"",FALSE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"624",NA,FALSE,"SO","GEs",6,1,FALSE,NA,NA,NA,NA,NA,NA,NA,"",FALSE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"625",NA,FALSE,"SW","GEs",6,1,FALSE,NA,NA,NA,NA,NA,NA,NA,"",FALSE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"626",NA,FALSE,"NW","GEs",7,1,FALSE,NA,NA,NA,NA,NA,NA,NA,"",FALSE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"627",8767,FALSE,"SO","GEs",6,2,FALSE,NA,NA,NA,NA,NA,NA,NA,"",FALSE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"628",NA,FALSE,"SW","GEs",7,1,TRUE,NA,NA,NA,NA,NA,NA,NA,"",FALSE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"629",NA,FALSE,"NW","GEs",8,1,TRUE,NA,NA,NA,NA,NA,NA,NA,"",FALSE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"630",8769,FALSE,"SO","GEs",9,1,FALSE,NA,NA,NA,NA,NA,NA,NA,"",FALSE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"631",NA,FALSE,"NW","GEs",8,1,TRUE,NA,NA,NA,NA,NA,NA,NA,"",FALSE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"632",NA,FALSE,"NO","GEs",7,1,FALSE,NA,NA,NA,NA,NA,NA,NA,"",FALSE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"633",8770,FALSE,"SO","GEs",5,1,TRUE,NA,NA,NA,NA,NA,NA,NA,"",FALSE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"634",NA,FALSE,"SW","GEs",8,1,TRUE,NA,NA,NA,NA,NA,NA,NA,"",FALSE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"635",NA,FALSE,"NO","GEs",5,1,FALSE,NA,NA,NA,NA,NA,NA,NA,"",FALSE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"636",8771,FALSE,"SO","GEs",12,1,FALSE,NA,NA,NA,NA,NA,NA,NA,"",FALSE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"637",NA,FALSE,"SW","GEs",9,1,FALSE,NA,NA,NA,NA,NA,NA,NA,"",FALSE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"638",NA,FALSE,"NW","GEs",8,1,FALSE,NA,NA,NA,NA,NA,NA,NA,"",FALSE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"639",NA,FALSE,"NO","GEs",14,1,FALSE,NA,NA,NA,NA,NA,NA,NA,"",FALSE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"640",8772,FALSE,"SO","GEs",8,1,FALSE,NA,NA,NA,NA,NA,NA,NA,"",FALSE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
