"","Plotnummer","Rueckegasse","Esche.markiert","Baumart_kurz","Hoehe","Anzahl.Triebe","Einjaehriger.Saemling","ETS.abgestorben.frisch","ETS.abgestorben.alt","ETS.lebend","Verbiss.lebend","Verbiss.tot","Sonstige.Gruende.tot","Blattflecken","Bemerkungen","Zaun","Ausgeschlossen.Rand.Zaun","Flaeche","Jahr","ETS.abgestorben.frisch.terminal","ETS.abgestorben.alt.terminal","ETS.lebend.terminal","Verbiss.lebend.terminal","Verbiss.tot.terminal","Sonstige.Gruende.tot.terminal"
"735",NA,FALSE,"NW","GEs",12,4,FALSE,NA,NA,NA,1,NA,1,NA,"t angenagt",FALSE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"736",NA,FALSE,"NO","GEs",19,1,FALSE,NA,NA,NA,NA,NA,NA,NA,"",FALSE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"737",8805,FALSE,"SO","GEs",10,1,FALSE,NA,NA,NA,NA,NA,NA,NA,"",FALSE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"738",NA,FALSE,"SW","GEs",16,1,FALSE,NA,NA,NA,NA,NA,NA,NA,"",FALSE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"739",NA,FALSE,"NW","GEs",12,3,FALSE,NA,2,NA,NA,NA,NA,NA,"",FALSE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"740",NA,FALSE,"NO","GEs",16,1,FALSE,NA,NA,NA,NA,NA,NA,NA,"",FALSE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"741",8806,FALSE,"NW","GEs",7,1,FALSE,NA,NA,NA,NA,NA,NA,NA,"",FALSE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"742",NA,FALSE,"NO","GEs",5,1,TRUE,NA,NA,NA,NA,NA,NA,NA,"",FALSE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"743",NA,FALSE,"SO","GEs",11,1,FALSE,NA,NA,1,NA,NA,NA,NA,"",FALSE,FALSE,"goe_ans",2021,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"744",NA,FALSE,"SW","GEs",10,1,FALSE,NA,NA,NA,NA,NA,NA,NA,"",FALSE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"745",8807,FALSE,"NW","GEs",8,1,TRUE,NA,NA,NA,NA,NA,NA,NA,"",FALSE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"746",NA,FALSE,"SO","GEs",6,2,FALSE,1,NA,NA,NA,NA,NA,NA,"",FALSE,FALSE,"goe_ans",2021,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"747",8808,FALSE,"SO","GEs",7,1,TRUE,NA,NA,NA,NA,NA,NA,NA,"",FALSE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"748",NA,FALSE,"SW","GEs",10,1,FALSE,NA,NA,NA,NA,NA,NA,NA,"",FALSE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"749",NA,FALSE,"NO","GEs",10,1,FALSE,NA,NA,NA,NA,NA,NA,NA,"",FALSE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"750",8809,FALSE,"SW","GEs",8,1,TRUE,NA,NA,NA,NA,NA,NA,NA,"",FALSE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"751",NA,FALSE,"NW","GEs",9,1,FALSE,NA,NA,NA,NA,NA,NA,NA,"",FALSE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"752",8810,FALSE,"SW","GEs",13,1,FALSE,1,NA,NA,NA,NA,NA,NA,"grüne Höhe 6cm, viele frisch tote Eschen",FALSE,FALSE,"goe_ans",2021,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"753",NA,FALSE,"SO","GEs",14,2,FALSE,1,NA,NA,NA,NA,NA,NA,"",FALSE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"754",NA,FALSE,"NW","GEs",17,3,FALSE,NA,NA,NA,NA,NA,NA,NA,"",FALSE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"755",NA,FALSE,"NO","GEs",11,4,FALSE,NA,1,NA,NA,NA,NA,NA,"",FALSE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"756",8811,FALSE,"SW","GEs",12,1,FALSE,NA,NA,NA,NA,NA,NA,NA,"",FALSE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"757",NA,FALSE,"SO","GEs",8,1,FALSE,NA,NA,NA,NA,NA,NA,NA,"",FALSE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"758",NA,FALSE,"NW","GEs",10,2,FALSE,NA,NA,NA,1,NA,NA,NA,"",FALSE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"759",NA,FALSE,"NO","GEs",6,1,FALSE,NA,NA,NA,NA,NA,NA,NA,"",FALSE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"760",8812,FALSE,"NW","GEs",14,2,FALSE,NA,NA,NA,NA,1,NA,NA,"",FALSE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"761",NA,FALSE,"NO","GEs",12,2,FALSE,NA,NA,NA,NA,NA,1,NA,"",FALSE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"762",NA,FALSE,"SO","GEs",10,2,FALSE,NA,1,NA,NA,NA,NA,NA,"",FALSE,FALSE,"goe_ans",2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"763",NA,FALSE,"SW","GEs",13,4,FALSE,NA,NA,NA,1,NA,NA,NA,"",FALSE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"764",8813,FALSE,"SW","GEs",12,2,FALSE,NA,NA,NA,NA,NA,1,NA,"",FALSE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"765",NA,FALSE,"NW","GEs",14,1,FALSE,NA,NA,NA,NA,NA,NA,NA,"",FALSE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"766",NA,FALSE,"NO","GEs",11,1,FALSE,NA,NA,NA,NA,NA,NA,NA,"",FALSE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"767",NA,FALSE,"SO","GEs",13,1,FALSE,NA,NA,NA,NA,NA,NA,NA,"",FALSE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"768",8814,FALSE,"SO","GEs",11,1,FALSE,NA,NA,NA,NA,NA,NA,NA,"matschig",FALSE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"769",NA,FALSE,"SW","GEs",12,3,FALSE,NA,NA,NA,NA,NA,NA,NA,"",FALSE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"770",NA,FALSE,"NW","GEs",16,2,FALSE,NA,NA,NA,NA,1,NA,NA,"leicht ausgegraben",FALSE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"771",8815,FALSE,"NO","GEs",10,2,FALSE,NA,1,NA,NA,NA,NA,NA,"",FALSE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"772",NA,FALSE,"SO","GEs",13,2,FALSE,NA,1,NA,NA,NA,NA,NA,"",FALSE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"773",NA,FALSE,"SW","GEs",20,2,FALSE,NA,NA,NA,NA,NA,NA,NA,"stark umgeknickt",FALSE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"774",NA,FALSE,"NW","GEs",11,1,FALSE,NA,NA,NA,NA,NA,NA,NA,"",FALSE,FALSE,"goe_ans",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"775",1,TRUE,"SW","GEs",8,2,FALSE,NA,NA,NA,NA,NA,1,1,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"776",NA,TRUE,"NO","GEs",18,4,FALSE,NA,NA,NA,NA,1,NA,0,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"777",NA,TRUE,"MITTE","GEs",12,2,FALSE,NA,NA,NA,NA,NA,1,0,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"778",2,TRUE,"MITTE","GEs",9,1,FALSE,NA,NA,NA,NA,NA,NA,1,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"779",NA,TRUE,"NW","GEs",9,1,TRUE,NA,NA,NA,NA,NA,NA,0,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"780",3,TRUE,"SW","GEs",21,3,FALSE,NA,NA,NA,NA,NA,1,0,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"781",NA,TRUE,"NW","GEs",6,1,TRUE,NA,NA,NA,NA,NA,NA,0,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"782",NA,TRUE,"NO","GEs",8,1,TRUE,NA,NA,NA,NA,NA,NA,0,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"783",4,TRUE,"SW","GEs",38,3,FALSE,NA,NA,NA,2,NA,NA,0,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"784",NA,TRUE,"NW","GEs",4,1,TRUE,NA,NA,NA,NA,NA,NA,1,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"785",NA,TRUE,"NO","GEs",9,2,FALSE,NA,1,NA,NA,NA,NA,0,"",FALSE,FALSE,"lau",2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"786",NA,TRUE,"SO","GEs",5,1,TRUE,NA,NA,NA,NA,NA,NA,0,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"787",5,FALSE,"SW","GEs",21,2,FALSE,NA,NA,NA,NA,NA,NA,1,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"788",NA,FALSE,"NW","GEs",38,1,FALSE,NA,NA,NA,NA,NA,NA,1,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"789",NA,FALSE,"NO","GEs",13,1,FALSE,NA,NA,NA,NA,NA,NA,0,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"790",NA,FALSE,"SO","GEs",4,1,TRUE,NA,NA,NA,NA,NA,NA,0,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"791",6,FALSE,"NO","GEs",8,1,FALSE,NA,NA,NA,NA,NA,NA,1,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"792",NA,FALSE,"SO","GEs",9,2,FALSE,NA,NA,NA,NA,NA,1,0,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"793",NA,FALSE,"SW","GEs",23,2,FALSE,NA,NA,NA,NA,NA,NA,1,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"794",NA,FALSE,"MITTE","GEs",11,2,FALSE,NA,NA,NA,NA,NA,2,2,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"795",7,FALSE,"SW","GEs",5,1,TRUE,NA,NA,NA,NA,NA,NA,1,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"796",NA,FALSE,"MITTE","GEs",5,1,TRUE,NA,NA,NA,NA,NA,NA,1,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"797",NA,FALSE,"NO","GEs",6,1,TRUE,NA,NA,NA,NA,NA,NA,1,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"798",9,FALSE,"MITTE","GEs",2,1,TRUE,NA,NA,NA,NA,NA,NA,1,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"799",10,FALSE,"SW","GEs",7,1,TRUE,NA,NA,NA,NA,NA,NA,1,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"800",12,FALSE,"SW","GEs",5,1,FALSE,NA,NA,NA,NA,NA,NA,1,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"801",14,TRUE,"NO","GEs",5,1,TRUE,NA,NA,NA,NA,NA,NA,1,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"802",15,TRUE,"SW","GEs",8,1,FALSE,NA,NA,NA,NA,NA,NA,1,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"803",NA,TRUE,"MITTE","GEs",13,3,FALSE,NA,NA,NA,NA,NA,1,NA,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"804",16,TRUE,"NO","GEs",10,3,FALSE,NA,NA,NA,NA,NA,2,NA,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"805",18,TRUE,"SW","GEs",9,1,TRUE,NA,NA,NA,NA,NA,NA,0,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"806",NA,TRUE,"MITTE","GEs",6,1,TRUE,NA,NA,NA,NA,NA,NA,0,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"807",19,TRUE,"SO","GEs",3,1,TRUE,NA,NA,NA,NA,NA,NA,0,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"808",NA,TRUE,"SW","GEs",7,1,TRUE,NA,NA,NA,NA,NA,NA,1,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"809",NA,TRUE,"NW","GEs",6,1,TRUE,NA,NA,NA,NA,NA,NA,1,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"810",20,TRUE,"SO","GEs",8,1,TRUE,NA,NA,NA,NA,NA,NA,1,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"811",NA,TRUE,"NW","GEs",13,1,TRUE,NA,NA,NA,NA,NA,NA,1,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"812",21,TRUE,"SW","GEs",24,5,FALSE,NA,NA,NA,NA,NA,NA,1,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"813",NA,TRUE,"NW","GEs",9,1,TRUE,NA,NA,NA,NA,NA,NA,1,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"814",NA,TRUE,"SO","GEs",5,1,TRUE,NA,NA,NA,NA,NA,NA,1,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"815",22,FALSE,"SW","GEs",13,3,FALSE,NA,NA,NA,NA,NA,NA,1,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"816",NA,FALSE,"MITTE","GEs",15,1,FALSE,NA,NA,NA,NA,NA,NA,0,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"817",NA,FALSE,"NW","GEs",23,1,FALSE,NA,NA,NA,NA,NA,NA,0,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"818",NA,FALSE,"NO","GEs",13,2,FALSE,NA,1,NA,NA,NA,NA,2,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"819",23,FALSE,"NO","GEs",16,1,FALSE,NA,NA,NA,NA,NA,NA,1,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"820",NA,FALSE,"SO","GEs",28,3,FALSE,NA,NA,NA,NA,NA,NA,0,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"821",NA,FALSE,"SW","GEs",8,1,TRUE,NA,NA,NA,NA,NA,NA,1,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"822",NA,FALSE,"NW","GEs",18,2,FALSE,NA,NA,NA,NA,NA,NA,1,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"823",24,FALSE,"SW","GEs",6,1,TRUE,NA,NA,NA,NA,NA,NA,1,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"824",NA,FALSE,"MITTE","GEs",31,1,FALSE,NA,NA,NA,NA,NA,NA,1,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"825",NA,FALSE,"NW","GEs",6,1,TRUE,NA,NA,NA,NA,NA,NA,1,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"826",NA,FALSE,"SO","GEs",34,1,FALSE,NA,NA,NA,NA,NA,NA,0,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"827",25,FALSE,"SO","GEs",5,2,FALSE,NA,NA,NA,NA,NA,1,1,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"828",NA,FALSE,"SW","GEs",16,3,FALSE,NA,NA,NA,NA,1,NA,0,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"829",NA,FALSE,"NW","GEs",7,1,TRUE,NA,NA,NA,NA,NA,NA,2,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"830",NA,FALSE,"NO","GEs",14,2,FALSE,NA,NA,NA,NA,NA,NA,1,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"831",26,FALSE,"NW","GEs",5,1,TRUE,NA,NA,NA,NA,NA,NA,1,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"832",NA,FALSE,"MITTE","GEs",6,1,TRUE,NA,NA,NA,NA,NA,NA,1,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"833",NA,FALSE,"SO","GEs",21,1,FALSE,NA,NA,NA,NA,NA,NA,0,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"834",NA,FALSE,"SW","GEs",8,2,FALSE,NA,NA,NA,NA,1,NA,0,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"835",27,FALSE,"NW","GEs",16,1,FALSE,NA,NA,NA,NA,NA,NA,0,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"836",NA,FALSE,"NO","GEs",6,1,TRUE,NA,NA,NA,NA,NA,NA,0,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"837",NA,FALSE,"SO","GEs",8,1,FALSE,NA,NA,NA,NA,NA,NA,2,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"838",NA,FALSE,"SW","GEs",13,1,TRUE,NA,NA,NA,NA,NA,NA,0,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"839",28,FALSE,"NW","GEs",6,1,FALSE,NA,NA,NA,NA,NA,NA,1,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"840",NA,FALSE,"NO","GEs",22,3,FALSE,NA,NA,NA,NA,NA,NA,1,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"841",NA,FALSE,"MITTE","GEs",6,1,FALSE,NA,NA,NA,NA,NA,NA,1,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"842",NA,FALSE,"SW","GEs",23,1,FALSE,NA,NA,NA,NA,NA,NA,1,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"843",29,FALSE,"SO","GEs",20,2,FALSE,NA,NA,NA,NA,NA,1,1,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"844",NA,FALSE,"SW","GEs",22,2,FALSE,NA,NA,NA,NA,NA,NA,1,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"845",NA,FALSE,"NW","GEs",21,2,FALSE,NA,NA,NA,NA,NA,NA,1,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"846",NA,FALSE,"NO","GEs",43,7,FALSE,NA,NA,NA,1,NA,2,1,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"847",30,FALSE,"SO","GEs",6,1,TRUE,NA,NA,NA,NA,NA,NA,1,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"848",NA,FALSE,"SW","GEs",22,6,FALSE,NA,1,NA,NA,2,NA,1,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"849",NA,FALSE,"MITTE","GEs",34,5,FALSE,NA,NA,NA,NA,1,NA,0,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"850",NA,FALSE,"NW","GEs",59,15,FALSE,2,NA,NA,NA,3,NA,NA,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"851",31,FALSE,"SO","GEs",6,1,TRUE,NA,NA,NA,NA,NA,NA,1,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"852",NA,FALSE,"MITTE","GEs",6,1,TRUE,NA,NA,NA,NA,NA,NA,1,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"853",NA,FALSE,"NO","GEs",9,1,FALSE,NA,NA,NA,NA,NA,NA,0,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"854",33,FALSE,"NW","GEs",8,1,TRUE,NA,NA,NA,NA,NA,NA,0,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"855",34,FALSE,"SO","GEs",6,1,FALSE,NA,NA,NA,NA,NA,NA,0,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"856",NA,FALSE,"SW","GEs",5,1,FALSE,NA,NA,NA,NA,NA,NA,0,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"857",NA,FALSE,"NO","GEs",7,1,TRUE,NA,NA,NA,NA,NA,NA,0,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"858",35,FALSE,"SO","GEs",6,1,TRUE,NA,NA,NA,NA,NA,NA,1,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"859",NA,FALSE,"SW","GEs",11,2,FALSE,NA,NA,NA,NA,1,NA,NA,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"860",NA,FALSE,"NW","GEs",14,1,FALSE,NA,NA,NA,NA,NA,NA,1,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"861",36,FALSE,"SO","GEs",16,1,FALSE,NA,NA,NA,NA,NA,NA,0,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"862",NA,FALSE,"SW","GEs",4,1,TRUE,NA,NA,NA,NA,NA,NA,1,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"863",37,FALSE,"SO","GEs",7,1,TRUE,NA,NA,NA,NA,NA,NA,0,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"864",NA,FALSE,"SW","GEs",4,4,FALSE,NA,NA,NA,NA,1,NA,NA,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"865",NA,FALSE,"NW","GEs",8,1,TRUE,NA,NA,NA,NA,NA,NA,0,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"866",NA,FALSE,"NO","GEs",21,1,FALSE,NA,NA,NA,NA,NA,NA,1,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"867",38,FALSE,"MITTE","GEs",6,1,TRUE,NA,NA,NA,NA,NA,NA,0,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"868",NA,FALSE,"SW","GEs",24,1,FALSE,NA,NA,NA,NA,NA,NA,1,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"869",39,FALSE,"SO","GEs",5,1,TRUE,NA,NA,NA,NA,NA,NA,1,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"870",NA,FALSE,"NW","GEs",5,1,TRUE,NA,NA,NA,NA,NA,NA,1,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"871",NA,FALSE,"MITTE","GEs",16,1,FALSE,NA,NA,NA,NA,NA,NA,1,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"872",NA,FALSE,"NO","GEs",39,4,FALSE,NA,NA,NA,NA,2,NA,1,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"873",40,FALSE,"NO","GEs",32,2,FALSE,NA,NA,NA,NA,1,NA,1,"",FALSE,FALSE,"lau",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
