"","Plotnummer","n_trees_2021","n_species_2021","n_ash_2021","n_bah_2021","height_mean_2021","height_median_2021","height_max_2021","height_min_2021","n_ets_new_2021","n_ets_old_2021","n_ets_total_2021","Verbiss_2021","comment_2021","Zaun_2021","Ausschluss_2021","Rueckegasse_2021","n_trees_2022","n_species_2022","n_ash_2022","n_bah_2022","location","height_mean_2022","height_median_2022","height_max_2022","height_min_2022","n_ets_new_2022","n_ets_old_2022","n_ets_total_2022","Verbiss_2022","comment_2022","Rueckegasse_2022","x","y","TSF","DSF","ISF","ets_2021_ratio","ets_2022_ratio","ETS_ratio","n_ash","n_bah","n_trees","Zuwachs","ZuwachsBAh","ZuwachsGEs"
"260",28,49,4,22,24,16.8,13,42,4,1,1,2,4,"",FALSE,FALSE,FALSE,43,4,18,23,"lau",22.4,20,50,4,0,0,0,7,"",FALSE,7.73952248627614,-42.2610567705108,0.13,0.15,0.11,0.0909090909090909,0,0.0454545454545455,20,23.5,46,9,12.5,6
"261",29,53,3,32,19,22.38,20,43,7,0,3,3,11,"",FALSE,FALSE,FALSE,44,3,24,18,"lau",29.77,30,54,5,0,0,0,15,"Tiere haben die Stäbe bearbeitet , keine markierten Eschen wieder gfefunden",FALSE,12.6454662357377,-42.9134178899602,0.19,0.22,0.15,0.09375,0,0.046875,28,18.5,48.5,7,12.5,6
"262",30,35,3,23,11,22.03,22,59,3,1,1,2,11,"",FALSE,FALSE,FALSE,22,2,14,8,"lau",37.18,35.5,74,10,0,2,2,7,"",FALSE,17.5514099851993,-43.5657790094096,0.16,0.16,0.15,0.0869565217391304,0.142857142857143,0.114906832298137,18.5,9.5,28.5,13,16,9
"263",31,30,2,11,19,11.67,10,33,4,1,0,1,0,"",FALSE,FALSE,FALSE,51,3,16,34,"lau",11.2,10,25,4,2,0,2,0,"tot",FALSE,22.4573537346609,-44.2181401288589,0.2,0.2,0.19,0.0909090909090909,0.125,0.107954545454545,13.5,26.5,40.5,5,5,4
"264",32,9,1,0,9,18.44,13,49,6,0,0,0,0,"",FALSE,FALSE,FALSE,15,2,6,9,"lau",20.6,11,101,4,0,0,0,0,"",FALSE,27.3632974841224,-44.8705012483083,0.15,0.17,0.12,NA,0,NA,3,9,12,20,20,NA
"265",33,1,1,1,0,8,8,8,8,0,0,0,0,"",FALSE,FALSE,FALSE,1,1,1,0,"lau",10,10,10,10,0,0,0,0,"baum 98 auf der Westkante",FALSE,32.269241233584,-45.5228623677577,0.03,0.03,0.03,0,0,0,1,0,1,2,NA,2
"266",34,33,3,15,17,10.42,9,23,5,0,0,0,0,"",FALSE,FALSE,FALSE,43,3,21,21,"lau",13.49,11,38,6,0,0,0,0,"",FALSE,37.1751849830456,-46.175223487207,0.07,0.09,0.05,0,0,0,18,19,38,6.5,7.5,5
"267",35,8,3,5,2,9.88,11,14,6,0,0,0,1,"",FALSE,FALSE,FALSE,8,3,5,2,"lau",11.62,11.5,16,8,0,0,0,0,"Baum 97 liegt 10 cm neben westkante (außerhalb)",FALSE,42.0811287325072,-46.8275846066564,0.04,0.05,0.03,0,0,0,5,2,8,1,0,1.5
"268",36,4,2,3,1,9,8,16,4,0,0,0,0,"",FALSE,FALSE,FALSE,9,2,8,1,"lau",10.22,8,26,4,0,0,0,0,"",FALSE,46.9870724819687,-47.4799457261058,0.04,0.04,0.05,0,0,0,5.5,1,6.5,7,4,10
"269",37,25,4,15,8,11.52,11,21,4,0,0,0,3,"",FALSE,FALSE,FALSE,27,4,16,9,"lau",14.67,13,31,4,0,0,0,2,"",FALSE,51.8930162314303,-48.1323068455551,0.04,0.04,0.03,0,0,0,15.5,8.5,26,4,5,5
"270",38,24,3,5,18,13,13,24,3,0,0,0,0,"",FALSE,FALSE,FALSE,19,3,2,16,"lau",17.84,19,31,8,0,0,0,0,"",FALSE,56.7989599808919,-48.7846679650045,0.05,0.06,0.03,0,0,0,3.5,17,21.5,3.5,5.5,-6.5
"271",39,17,3,6,9,22.24,23,52,4,0,0,0,1,"",FALSE,FALSE,FALSE,13,2,5,8,"lau",27.92,29,55,5,0,0,0,2,"",FALSE,61.7049037303535,-49.4370290844539,0.02,0.02,0.02,0,0,0,5.5,8.5,15,2.5,4,1
"272",40,6,3,2,3,38.5,38,58,17,1,0,1,2,"",FALSE,FALSE,FALSE,8,3,2,4,"lau",30,29,50,13,1,0,1,0,"",FALSE,62.3638543560599,-44.5801447724869,0,0,0.01,0.5,0.5,0.5,2,3.5,7,-4.5,3,-10
"273",41,6,2,2,4,11.83,12.5,14,7,0,0,0,0,"",FALSE,FALSE,FALSE,7,3,2,3,"lau",11.14,11,15,7,0,0,0,0,"",FALSE,57.4579106065983,-43.9277836530376,0.04,0.03,0.05,0,0,0,2,3.5,6.5,1,1,0
"274",42,16,3,4,11,12.88,12.5,21,6,0,0,0,1,"",FALSE,FALSE,FALSE,15,3,3,11,"lau",15.47,14,27,7,0,0,0,0,"",FALSE,52.5519668571367,-43.2754225335882,0.01,0,0.03,0,0,0,3.5,11,15.5,6,2,3.5
"275",43,4,2,2,2,21,16,41,11,0,0,0,2,"Im Loch",FALSE,FALSE,FALSE,4,2,2,2,"lau",32.75,30,60,11,0,0,0,1,"",FALSE,47.6460231076752,-42.6230614141388,0.04,0.01,0.09,0,0,0,2,2,4,19,9,19
"276",44,2,1,2,0,14.5,14.5,24,5,0,0,0,0,"",FALSE,FALSE,FALSE,1,1,1,0,"lau",34,34,34,34,0,0,0,0,"",FALSE,42.7400793582136,-41.9707002946894,0.04,0.01,0.09,0,0,0,1.5,0,1.5,10,NA,10
"277",45,13,3,7,5,19.15,21,37,4,0,0,0,2,"",FALSE,FALSE,FALSE,13,3,7,5,"lau",27.46,26,64,5,0,0,0,3,"",FALSE,37.834135608752,-41.3183391752401,0.06,0.04,0.08,0,0,0,7,5,13,17,11,18
"278",46,6,2,3,3,14.83,10.5,44,5,0,0,0,0,"",FALSE,FALSE,FALSE,6,2,3,3,"lau",18,12.5,36,6,0,0,0,0,"",FALSE,32.9281918592904,-40.6659780557907,0.07,0.09,0.05,0,0,0,3,3,6,5.5,-8,4
"279",47,24,2,10,14,37.17,33,120,4,0,1,1,1,"",FALSE,FALSE,FALSE,25,2,9,16,"lau",48.56,39,125,4,2,1,3,5,"",FALSE,28.0222481098289,-40.0136169363413,0.15,0.17,0.13,0.1,0.333333333333333,0.216666666666667,9.5,15,24.5,26.5,27,2
"280",48,9,2,7,2,8,8,12,4,0,0,0,0,"",FALSE,FALSE,FALSE,9,2,4,5,"lau",13.67,13,19,6,0,0,0,0,"viel totholz auf dem Plot",FALSE,23.1163043603673,-39.361255816892,0.19,0.2,0.17,0,0,0,5.5,3.5,9,6,4,7
"281",49,49,3,25,23,21.8,21,54,6,0,1,1,17,"",FALSE,FALSE,FALSE,38,3,24,13,"lau",28.55,27,68,6,1,2,3,15,"",FALSE,18.2103606109057,-38.7088946974426,0.17,0.17,0.16,0.04,0.125,0.0825,24.5,18,43.5,7,-2,8
"282",50,52,3,28,23,19.48,18,56,3,0,0,0,11,"",FALSE,FALSE,FALSE,33,3,20,11,"lau",25.58,25,62,8,0,0,0,6,"",FALSE,13.3044168614441,-38.0565335779932,0.16,0.19,0.12,0,0,0,24,17,42.5,3,-4,4
"283",51,31,4,11,16,13,12,25,7,0,0,0,1,"",FALSE,FALSE,FALSE,27,4,12,12,"lau",15.04,14,27,6,2,0,2,0,"110 auf no Ecke",FALSE,8.39847311198257,-37.4041724585439,0.11,0.15,0.04,0,0.166666666666667,0.0833333333333333,11.5,14,29,2,3,2.5
"284",52,39,4,14,19,11.15,11,26,4,0,0,0,0,"",FALSE,FALSE,FALSE,48,6,23,19,"lau",12.44,12,26,4,0,0,0,2,"",FALSE,3.492529362521,-36.7518113390945,0.03,0.04,0.02,0,0,0,18.5,19,43.5,3,2.5,6
"285",53,48,5,14,29,15.4,13,35,4,1,0,1,0,"",FALSE,FALSE,FALSE,57,6,14,35,"lau",14.68,12,40,4,0,0,0,2,"",FALSE,4.15147998822744,-31.8949270271275,0.04,0.05,0.03,0.0714285714285714,0,0.0357142857142857,14,32,52.5,1,1,2
"286",54,15,5,5,6,9.13,9,20,4,0,0,0,0,"",FALSE,FALSE,FALSE,11,3,3,6,"lau",12.18,11,24,6,0,0,0,0,"",FALSE,9.05742373768901,-32.5472881465769,0.03,0.02,0.05,0,0,0,4,6,13,1,0.5,2.5
"287",55,31,4,13,16,16.23,13,37,6,0,0,0,4,"",FALSE,FALSE,FALSE,26,4,12,10,"lau",20.46,16,47,7,0,0,0,3,"",FALSE,13.9633674871506,-33.1996492660263,0.09,0.07,0.13,0,0,0,12.5,13,28.5,4.5,1,10
"288",56,57,2,27,30,11.98,11,32,3,0,0,0,2,"",FALSE,FALSE,TRUE,55,3,18,36,"lau",15.31,14,34,4,0,0,0,1,"",FALSE,18.8693112366122,-33.8520103854756,0.14,0.12,0.17,0,0,0,22.5,33,56,4,4,3
"289",57,14,3,5,8,8.79,7.5,17,4,0,0,0,0,"",FALSE,FALSE,FALSE,18,3,3,13,"lau",10.72,10,21,4,0,0,0,0,"",FALSE,23.7752549860737,-34.504371504925,0.13,0.11,0.17,0,0,0,4,10.5,16,4,4,0.5
"290",58,14,2,7,7,9.5,8,20,3,0,0,0,0,"",FALSE,FALSE,FALSE,14,2,7,7,"lau",13.5,12.5,34,3,0,0,0,0,"",FALSE,28.6811987355353,-35.1567326243744,0.07,0.08,0.06,0,0,0,7,7,14,4,3,5
"291",59,15,3,6,8,12.8,11,31,1,0,0,0,1,"",FALSE,FALSE,FALSE,17,2,7,10,"lau",16.12,13,34,6,0,0,0,0,"",FALSE,33.5871424849969,-35.8090937438238,0.06,0.05,0.07,0,0,0,6.5,9,16,6,5,4.5
"292",60,22,2,18,4,24.27,25.5,56,4,1,4,4,6,"",FALSE,FALSE,FALSE,21,3,17,3,"lau",31.14,20,69,8,1,1,1,5,"",FALSE,38.4930862344585,-36.4614548632731,0.05,0.01,0.1,0.222222222222222,0.0588235294117647,0.140522875816993,17.5,3.5,21.5,18,17,11
"293",61,0,0,0,0,NA,NA,NA,NA,0,0,0,0,"Keine Bäume, im Loch",FALSE,FALSE,FALSE,0,0,0,0,"lau",NA,NA,NA,NA,0,0,0,0,"liegt im Wasser Loch",FALSE,43.39902998392,-37.1138159827225,0.06,0.02,0.11,NA,NA,NA,0,0,0,NA,NA,NA
"294",62,28,4,14,7,16.18,14,36,6,0,1,1,3,"",FALSE,FALSE,FALSE,29,4,14,7,"lau",22.66,21,46,4,0,1,1,1,"",FALSE,48.3049737333816,-37.7661771021719,0.04,0.01,0.09,0.0714285714285714,0.0714285714285714,0.0714285714285714,14,7,28.5,9,1,10
"295",63,22,3,5,16,12.23,12.5,28,4,0,0,0,0,"",FALSE,FALSE,FALSE,23,2,6,17,"lau",12.91,11,29,4,0,0,0,0,"",FALSE,53.2109174828432,-38.4185382216212,0.02,0.01,0.03,0,0,0,5.5,16.5,22.5,1,2,0.5
"296",64,19,5,6,10,15.79,14,34,5,0,1,1,3,"",FALSE,FALSE,FALSE,19,3,9,9,"lau",16.58,13,40,4,1,2,3,3,"",FALSE,58.1168612323048,-39.0708993410706,0.01,0.01,0.02,0.166666666666667,0.333333333333333,0.25,7.5,9.5,19,2,3,4
"297",65,0,0,0,0,NA,NA,NA,NA,0,0,0,0,"",FALSE,FALSE,FALSE,0,0,0,0,"lau",NA,NA,NA,NA,0,0,0,0,"keine Bäume",FALSE,63.0228049817663,-39.72326046052,0.01,0.01,0.01,NA,NA,NA,0,0,0,NA,NA,NA
"298",66,17,5,4,9,15.24,14,53,6,0,0,0,0,"",FALSE,FALSE,FALSE,9,2,2,7,"lau",20.33,16,57,10,0,0,0,0,"",FALSE,63.6817556074728,-34.866376148553,0.01,0.01,0.01,0,0,0,3,8,13,-1,1,0.5
"299",67,21,4,3,13,16.81,13,68,5,0,0,0,0,"",FALSE,FALSE,FALSE,17,3,3,11,"lau",19.29,18,38,8,0,0,0,0,"",FALSE,58.7758118580112,-34.2140150291036,0.02,0.01,0.03,0,0,0,3,12,19,2,1.5,5
"300",68,20,4,10,6,13.4,12,31,3,0,0,0,2,"",FALSE,FALSE,FALSE,24,5,10,6,"lau",17.29,18.5,35,4,0,0,0,2,"",FALSE,53.8698681085496,-33.5616539096543,0.03,0.01,0.06,0,0,0,10,6,22,6.5,5.5,5
"301",69,46,5,35,8,26.04,27,52,7,2,5,7,13,"",FALSE,FALSE,FALSE,42,5,31,8,"lau",33,34,69,5,1,2,3,11,"",FALSE,48.963924359088,-32.9092927902049,0.04,0.01,0.09,0.2,0.0967741935483871,0.148387096774194,33,8,44,10,17,9
"302",70,31,4,20,7,23.13,22,37,5,0,5,5,8,"",FALSE,FALSE,FALSE,31,4,21,7,"lau",31.13,32,54,7,0,1,1,9,"",FALSE,44.0579806096265,-32.2569316707555,0.05,0.02,0.1,0.25,0.0476190476190476,0.148809523809524,20.5,7,31,12.5,9,14.5
"303",71,32,3,19,10,18.22,16.5,42,6,0,2,2,8,"",FALSE,FALSE,FALSE,27,3,19,5,"lau",25.48,22,63,8,0,1,1,3,"",FALSE,39.1520368601649,-31.6045705513062,0.07,0.05,0.11,0.105263157894737,0.0526315789473684,0.0789473684210526,19,7.5,29.5,8.5,2,12.5
"304",72,30,4,18,10,7.4,7,17,3,0,1,1,1,"",FALSE,FALSE,FALSE,18,3,10,7,"lau",9.89,9.5,18,4,1,0,1,0,"nordwestecke hat irgendein Bock zum Plätzecn verwendet",FALSE,34.2460931107033,-30.9522094318568,0.09,0.09,0.09,0.0555555555555556,0.1,0.0777777777777778,14,8.5,24,2,1,1
"305",73,16,4,8,6,9.75,7,23,4,0,0,0,0,"",FALSE,FALSE,FALSE,20,3,10,9,"lau",11.75,8.5,27,5,0,0,0,1,"",FALSE,29.3401493612417,-30.2998483124074,0.09,0.11,0.06,0,0,0,9,7.5,18,4,0,6
"306",74,42,3,13,28,21.98,20,50,4,0,1,1,6,"",FALSE,FALSE,FALSE,37,3,12,24,"lau",29.89,29,62,6,0,0,0,3,"",FALSE,24.4342056117802,-29.647487192958,0.13,0.12,0.15,0.0769230769230769,0,0.0384615384615385,12.5,26,39.5,11,11,10.5
"307",75,33,4,9,21,17.24,15,45,5,0,1,1,2,"",FALSE,FALSE,FALSE,45,4,5,36,"lau",19.16,15,59,6,0,0,0,1,"",FALSE,19.5282618623186,-28.9951260735087,0.17,0.16,0.18,0.111111111111111,0,0.0555555555555556,7,28.5,39,11,14,-9
"308",76,45,3,23,21,13.6,10,33,4,0,0,0,3,"",FALSE,FALSE,FALSE,48,4,20,26,"lau",18.96,15,47,6,0,0,0,5,"",FALSE,14.622318112857,-28.3427649540593,0.13,0.11,0.15,0,0,0,21.5,23.5,46.5,7.5,8,8
"309",77,46,2,18,28,8.17,8,15,3,0,0,0,0,"",FALSE,FALSE,FALSE,37,3,14,22,"lau",10.11,10,21,4,0,0,0,0,"",FALSE,9.71637436339544,-27.6904038346099,0.02,0.02,0.03,0,0,0,16,25,41.5,2,1,5
"310",78,24,3,10,13,8.83,9.5,15,4,0,0,0,0,"",FALSE,FALSE,FALSE,31,4,15,14,"lau",10.26,9,21,4,0,0,0,0,"",FALSE,4.81043061393387,-27.0380427151606,0.02,0.02,0.03,0,0,0,12.5,13.5,27.5,2,1.5,6
"311",79,32,3,4,26,10.78,10,22,4,0,0,0,0,"",FALSE,FALSE,FALSE,31,3,5,25,"lau",10.81,11,18,3,0,0,0,0,"in der mitte buddelaktin",FALSE,-0.0955131355277103,-26.3856815957112,0.06,0.08,0.03,0,0,0,4.5,25.5,31.5,1,2,0
"312",80,26,4,5,16,9.08,8,23,4,0,0,0,0,"",FALSE,FALSE,FALSE,22,3,5,16,"lau",9.45,9,19,4,0,0,0,0,"no alter Stuben",FALSE,0.563437490178721,-21.5287972837442,0.03,0.03,0.03,0,0,0,5,16,24,-1,1,0.5
"313",81,21,4,2,17,10.33,9,37,5,0,0,0,0,"",FALSE,FALSE,FALSE,20,4,1,16,"lau",13.4,10,38,8,0,0,0,0,"",FALSE,5.4693812396403,-22.1811584031936,0.07,0.05,0.1,0,0,0,1.5,16.5,20.5,5,4,0
"314",82,43,3,15,26,8.51,8,17,1,0,0,0,0,"",FALSE,FALSE,FALSE,44,2,14,30,"lau",11.11,10,20,6,0,0,0,1,"",FALSE,10.3753249891019,-22.833519522643,0.1,0.07,0.14,0,0,0,14.5,28,43.5,4,4,2
"315",83,23,3,18,4,7.7,9,12,4,0,0,0,0,"",FALSE,FALSE,FALSE,35,4,20,13,"lau",10.29,10,20,2,0,2,2,0,"",FALSE,15.2812687385634,-23.4858806420923,0.12,0.09,0.17,0,0.1,0.05,19,8.5,29,8,2.5,7.5
"316",84,30,4,6,22,30.17,28.5,74,6,0,1,1,4,"",FALSE,FALSE,FALSE,28,3,6,21,"lau",37.93,37,82,8,0,1,1,3,"",FALSE,20.187212488025,-24.1382417615417,0.15,0.14,0.17,0.166666666666667,0.166666666666667,0.166666666666667,6,21.5,29,16,18,7
"317",85,33,5,4,26,22.3,19,47,3,0,1,1,1,"",FALSE,FALSE,FALSE,28,5,6,18,"lau",29.29,23.5,64,3,0,0,0,0,"",FALSE,25.0931562374866,-24.7906028809911,0.1,0.12,0.07,0.25,0,0.125,5,22,30.5,15,18.5,3.5
"318",86,4,2,2,2,6,5.5,9,4,0,0,0,0,"",FALSE,FALSE,FALSE,7,2,3,4,"lau",6.86,7,9,5,0,0,0,0,"sw ecke steht 74",FALSE,29.9990999869482,-25.4429640004404,0.04,0.05,0.02,0,0,0,2.5,3,5.5,1,0,2
"319",87,19,4,3,14,10.84,10,25,6,0,0,0,0,"",FALSE,FALSE,FALSE,22,4,4,16,"lau",13.55,13.5,30,6,0,0,0,0,"",FALSE,34.9050437364097,-26.0953251198898,0.08,0.11,0.04,0,0,0,3.5,15,20.5,3,3,10
"320",88,22,3,10,11,12.14,11,25,4,0,0,0,0,"",FALSE,FALSE,FALSE,31,5,10,14,"lau",14.97,11,35,5,0,0,0,0,"",FALSE,39.8109874858713,-26.7476862393392,0.11,0.12,0.09,0,0,0,10,12.5,26.5,10,10,7
"321",89,11,1,11,0,22.18,22,44,6,0,0,0,2,"Krebs",FALSE,FALSE,FALSE,19,3,17,1,"lau",22.89,10,73,4,0,0,0,3,"",FALSE,44.7169312353329,-27.4000473587886,0.08,0.09,0.07,0,0,0,14,0.5,15,19.5,NA,19.5
"322",90,28,2,17,11,19.57,16.5,37,5,1,2,2,8,"",FALSE,FALSE,FALSE,26,2,16,10,"lau",26.38,28,56,4,0,1,1,5,"",FALSE,49.6228749847945,-28.0524084782379,0.07,0.08,0.06,0.117647058823529,0.0625,0.0900735294117647,16.5,10.5,27,10,15,10
"323",91,21,4,5,13,15.48,14,36,7,0,0,0,2,"",FALSE,FALSE,FALSE,17,3,5,10,"lau",25.12,22,69,10,0,0,0,2,"sw quadrant hat einen alten stubben",FALSE,54.528818734256,-28.7047695976873,0.08,0.07,0.09,0,0,0,5,11.5,19,12,12,12.5
"324",92,26,3,6,19,20.42,15,61,4,0,1,1,2,"",FALSE,FALSE,FALSE,21,3,6,14,"lau",26.86,23,74,7,0,1,1,1,"",FALSE,59.4347624837176,-29.3571307171367,0.04,0.04,0.05,0.166666666666667,0.166666666666667,0.166666666666667,6,16.5,23.5,1,6,2.5
"325",93,7,2,3,4,66.43,14,207,6,0,0,0,2,"kein Fehler",FALSE,FALSE,FALSE,8,3,3,4,"lau",63.12,19,205,9,0,0,0,1,"",FALSE,64.3407062331792,-30.009491836586,0.03,0.03,0.02,0,0,0,3,4,7.5,2,0,5
"326",94,13,2,3,10,15.77,12,42,10,0,0,0,2,"",FALSE,FALSE,FALSE,12,2,4,8,"lau",17.08,15,45,8,0,1,1,1,"",FALSE,64.9996568588856,-25.1526075246191,0.04,0.06,0.02,0,0.25,0.125,3.5,9,12.5,2,2,3
"327",95,12,2,2,10,18.25,12.5,47,7,0,0,0,0,"",FALSE,FALSE,FALSE,11,2,2,9,"lau",24.82,13,81,7,0,0,0,0,"",FALSE,60.0937131094241,-24.5002464051697,0.04,0.05,0.02,0,0,0,2,9.5,11.5,10,11,4
"328",96,9,2,4,5,13.67,11,24,3,0,0,0,1,"",FALSE,FALSE,FALSE,9,3,3,5,"lau",15.89,16,25,6,0,0,0,1,"48 steht im Westen",FALSE,55.1877693599625,-23.8478852857203,0.04,0.05,0.03,0,0,0,3.5,5,9,1,3.5,0
"329",97,11,4,2,7,11.45,11,18,5,0,0,0,0,"",FALSE,FALSE,FALSE,14,4,3,8,"lau",12.71,11.5,24,6,0,0,0,0,"",FALSE,50.2818256105009,-23.195524166271,0.06,0.07,0.04,0,0,0,2.5,7.5,12.5,3,3,2
"330",98,12,2,5,7,9.5,9,17,7,0,0,0,1,"",FALSE,FALSE,FALSE,17,3,6,10,"lau",11.71,10,27,7,0,1,1,0,"",FALSE,45.3758818610393,-22.5431630468216,0.1,0.12,0.08,0,0.166666666666667,0.0833333333333333,5.5,8.5,14.5,5,3,7.5
"331",99,13,2,4,9,10.46,11,16,6,0,0,0,0,"",FALSE,FALSE,FALSE,16,3,5,9,"lau",14,14.5,21,4,0,0,0,1,"",FALSE,40.4699381115778,-21.8908019273722,0.12,0.16,0.06,0,0,0,4.5,9,14.5,5.5,6,4
"332",100,16,2,9,7,9.69,8.5,22,6,0,0,0,0,"",FALSE,FALSE,FALSE,31,5,14,13,"lau",10.65,10,22,5,0,0,0,1,"",FALSE,35.5639943621162,-21.2384408079229,0.08,0.12,0.03,0,0,0,11.5,10,23.5,5,4,2
"333",101,24,2,3,21,12.5,11,27,5,0,0,0,0,"",FALSE,FALSE,FALSE,19,2,2,17,"lau",14.32,12,28,9,0,0,0,0,"",FALSE,30.6580506126546,-20.5860796884735,0.11,0.15,0.05,0,0,0,2.5,19,21.5,0,1,3
"334",102,30,4,3,25,8.4,9,13,4,0,0,0,0,"",FALSE,FALSE,FALSE,30,2,6,24,"lau",9.33,9.5,17,5,0,0,0,0,"",FALSE,25.752106863193,-19.9337185690241,0.04,0.05,0.02,0,0,0,4.5,24.5,30,2,2,3
"335",103,17,3,9,7,14.35,13,31,4,0,0,0,1,"",FALSE,FALSE,FALSE,19,2,11,8,"lau",18.32,15,33,9,0,0,0,1,"der markierte Pfahl musste komplett neu gesetz werden, Baum 71 steht 40 cm nördlich der Nordkante des Plots",FALSE,20.8461631137315,-19.2813574495748,0.09,0.08,0.11,0,0,0,10,7.5,18,6.5,2,5
"336",104,11,3,6,4,9.45,9,18,5,1,0,1,0,"",FALSE,FALSE,FALSE,18,3,6,11,"lau",10.33,10,22,7,0,0,0,1,"",FALSE,15.9402193642699,-18.6289963301254,0.1,0.1,0.1,0.166666666666667,0,0.0833333333333333,6,7.5,14.5,2,2,0.5
"337",105,18,3,3,14,11.83,9.5,27,5,0,0,0,0,"",FALSE,FALSE,FALSE,25,3,3,21,"lau",11.84,10,26,5,0,0,0,0,"beide Pflöcke mussten neu gesetzt werden, hat aber relativ gut geklappt",FALSE,11.0342756148083,-17.976635210676,0.02,0.01,0.04,0,0,0,3,17.5,21.5,1.5,1,3
"338",106,29,3,2,25,13.28,11,52,3,0,0,0,0,"",FALSE,FALSE,FALSE,26,4,2,22,"lau",17.42,16,59,9,0,1,1,1,"beide pflöcke neu gesetzt, pflöcke nicht gefunden",FALSE,6.12833186534674,-17.3242740912266,0.1,0.1,0.1,0,0.5,0.25,2,23.5,27.5,4,2,16
"339",107,5,3,0,3,10.8,8,20,7,0,0,0,0,"",FALSE,FALSE,FALSE,5,3,1,3,"lau",11.2,9,23,5,0,0,0,0,"",FALSE,1.22238811588516,-16.6719129717773,0.08,0.09,0.07,NA,0,NA,0.5,3,5,2,3,NA
"340",108,4,1,0,4,12.5,13,20,4,0,0,0,0,"",FALSE,FALSE,FALSE,3,1,0,3,"lau",15,14,20,11,0,0,0,0,"",FALSE,6.78728249105317,-12.4673897792597,0.07,0.09,0.03,NA,NA,NA,0,3.5,3.5,0,0,NA
"341",109,2,2,1,1,11,11,16,6,0,0,0,0,"",FALSE,FALSE,FALSE,5,3,3,1,"lau",7.6,6,17,3,0,0,0,0,"",FALSE,11.6932262405147,-13.1197508987091,0.03,0.03,0.02,0,0,0,2,1,3.5,1,1,0
"342",110,13,4,4,7,8.77,9,14,3,0,0,0,0,"",FALSE,FALSE,FALSE,29,3,5,23,"lau",9,9,15,4,0,0,0,1,"",FALSE,16.5991699899763,-13.7721120181584,0.02,0.02,0.02,0,0,0,4.5,15,21,1,1,1
"343",111,31,2,10,21,12.35,11,26,5,0,0,0,2,"",FALSE,FALSE,FALSE,40,3,11,28,"lau",13.05,10.5,29,6,0,0,0,5,"",FALSE,21.5051137394379,-14.4244731376078,0.02,0.01,0.04,0,0,0,10.5,24.5,35.5,3,0,3
"344",112,21,3,2,18,11.24,10,18,6,0,1,1,0,"",FALSE,FALSE,FALSE,22,3,4,17,"lau",12,12.5,18,5,0,0,0,1,"",FALSE,26.4110574888995,-15.0768342570572,0.04,0.04,0.03,0.5,0,0.25,3,17.5,21.5,2,1.5,2
"345",113,15,3,5,9,14.8,14,30,7,0,0,0,2,"",FALSE,FALSE,FALSE,14,3,5,8,"lau",18.71,16,39,4,0,0,0,0,"so ecke von viel totholz dominiert",FALSE,31.317001238361,-15.7291953765065,0.04,0.05,0.03,0,0,0,5,8.5,14.5,5,6,6.5
"346",114,13,2,1,12,9.77,10,13,5,0,0,0,0,"",FALSE,FALSE,FALSE,17,3,1,14,"lau",11.65,11,18,8,0,0,0,0,"",FALSE,36.2229449878226,-16.3815564959559,0.04,0.04,0.03,0,0,0,1,13,15,4.5,4.5,0
"347",115,4,1,0,4,9.25,9,12,7,0,0,0,0,"",FALSE,FALSE,FALSE,6,3,1,4,"lau",10.67,10.5,16,7,0,0,0,0,"",FALSE,41.1288887372842,-17.0339176154053,0.04,0.04,0.03,NA,0,NA,0.5,4,5,3,3,NA
"348",116,18,2,0,17,9.78,9.5,16,6,0,0,0,0,"",FALSE,FALSE,FALSE,21,3,1,18,"lau",14.57,14,31,7,0,0,0,0,"",FALSE,46.0348324867458,-17.6862787348546,0.08,0.04,0.13,NA,0,NA,0.5,17.5,19.5,10,10,NA
"349",117,9,3,1,7,7.56,8,10,5,0,0,0,0,"",FALSE,FALSE,FALSE,7,2,1,6,"lau",9.14,9,13,7,0,0,0,0,"49 genau auf no ecke",FALSE,50.9407762362073,-18.338639854304,0.04,0.02,0.06,0,0,0,1,6.5,8,2,2,2
"350",118,15,3,2,12,11.47,13,18,5,0,0,0,0,"",FALSE,FALSE,FALSE,17,3,3,13,"lau",14.59,17,28,4,1,0,1,0,"",FALSE,55.8467199856689,-18.9910009737534,0.02,0.01,0.03,0,0.333333333333333,0.166666666666667,2.5,12.5,16,6,6,2
"351",119,14,2,3,11,21.71,19,50,6,0,2,2,2,"",FALSE,FALSE,FALSE,9,2,3,6,"lau",28.89,27,50,13,0,0,0,1,"",FALSE,60.7526637351305,-19.6433620932028,0.01,0.01,0.02,0.666666666666667,0,0.333333333333333,3,8.5,11.5,0,0.5,-1
"352",120,9,4,2,5,17.44,15,40,8,0,0,0,1,"",FALSE,FALSE,FALSE,6,3,2,3,"lau",20.67,16.5,43,10,0,0,0,0,"",FALSE,65.6586074845921,-20.2957232126521,0.03,0.03,0.03,0,0,0,2,4,7.5,3,-1.5,3
"353",121,6,2,2,4,47.33,47,80,12,1,0,1,1,"",FALSE,FALSE,FALSE,7,2,2,5,"lau",53.43,53,97,12,0,1,1,1,"",FALSE,66.3175581102985,-15.4388389006852,0.01,0,0.03,0.5,0.5,0.5,2,4.5,6.5,16,4,49
