"","Plotnummer","n_trees","n_species","n_ash","n_bah","location","height_mean","height_median","height_max","height_min","n_ets_new","n_ets_old","n_ets_total","Verbiss","comment","Zaun","Ausschluss","Rueckegasse"
"500",270,3,2,1,2,"lau",7,7,8,6,0,0,0,0,"",TRUE,FALSE,FALSE
"501",271,26,5,10,13,"lau",10.58,11,20,6,0,0,0,1,"",TRUE,FALSE,FALSE
"502",272,27,4,7,16,"lau",11.52,10,24,7,0,0,0,1,"",TRUE,FALSE,FALSE
"503",273,14,2,0,12,"lau",10.57,12,15,6,0,0,0,0,"",TRUE,FALSE,FALSE
"504",274,17,3,8,8,"lau",29.53,25,67,9,0,0,0,0,"",TRUE,FALSE,FALSE
"505",275,3,2,2,0,"lau",10.67,12,12,8,0,0,0,0,"",TRUE,FALSE,FALSE
"506",276,12,2,9,3,"lau",165.83,23,700,12,0,1,1,0,"",TRUE,FALSE,FALSE
"507",277,31,2,28,3,"lau",31.61,29,54,18,4,3,7,4,"",TRUE,FALSE,FALSE
"508",278,43,2,38,5,"lau",23.02,20,66,7,2,5,6,7,"",TRUE,FALSE,FALSE
"509",279,13,3,11,1,"lau",13.85,11,25,6,0,0,0,3,"",TRUE,FALSE,TRUE
"510",280,5,2,2,3,"lau",20,18,39,6,0,0,0,0,"",TRUE,FALSE,TRUE
"511",281,0,0,0,0,"lau",NA,NA,NA,NA,0,0,0,0,"keine Bäume",TRUE,FALSE,TRUE
"512",282,19,3,16,2,"lau",40,41,73,11,3,5,7,3,"",TRUE,FALSE,FALSE
"513",283,8,3,4,3,"lau",11.12,8,22,6,1,0,1,0,"",TRUE,FALSE,FALSE
"514",284,12,4,6,4,"lau",9.33,9,20,5,0,0,0,0,"",TRUE,FALSE,FALSE
"515",285,26,2,23,3,"lau",14.85,14,23,8,2,1,3,2,"",TRUE,FALSE,FALSE
"516",286,35,3,25,9,"lau",52.66,53,87,9,7,5,10,2,"",TRUE,FALSE,FALSE
"517",287,15,4,8,5,"lau",53.2,19,500,10,0,2,2,4,"",TRUE,FALSE,FALSE
"518",288,6,2,0,5,"lau",10.33,10,15,7,0,0,0,0,"",TRUE,FALSE,FALSE
"519",289,11,2,0,10,"lau",8.09,8,10,6,0,0,0,0,"",TRUE,FALSE,FALSE
"520",290,9,3,3,5,"lau",8.11,8,17,5,0,0,0,1,"",TRUE,FALSE,FALSE
"521",291,25,4,18,5,"lau",9.28,9,16,4,1,0,1,0,"",TRUE,FALSE,FALSE
"522",293,13,4,1,10,"lau",11.77,9,40,6,0,0,0,0,"",TRUE,FALSE,FALSE
"523",294,3,2,2,1,"lau",40.67,41,51,30,0,2,2,0,"",TRUE,FALSE,FALSE
"524",295,16,3,12,3,"lau",20,17,39,10,1,0,1,1,"",TRUE,FALSE,FALSE
"525",296,27,3,24,2,"lau",38.85,34,65,23,1,5,6,8,"",TRUE,FALSE,FALSE
"526",297,4,2,3,1,"lau",17,16.5,22,13,0,0,0,1,"",TRUE,FALSE,FALSE
"527",299,11,4,5,4,"lau",11,9,26,5,1,0,1,0,"",TRUE,FALSE,FALSE
"528",300,11,4,6,3,"lau",21.73,22,44,10,2,1,3,1,"",TRUE,FALSE,FALSE
"529",301,1,1,1,0,"lau",15,15,15,15,0,0,0,0,"",TRUE,FALSE,FALSE
"530",179,NA,NA,NA,0,"lau",NA,NA,NA,NA,NA,NA,NA,0,"",TRUE,TRUE,FALSE
"531",180,NA,NA,NA,0,"lau",NA,NA,NA,NA,NA,NA,NA,0,"",TRUE,TRUE,FALSE
"532",292,NA,NA,NA,0,"lau",NA,NA,NA,NA,NA,NA,NA,0,"",TRUE,TRUE,FALSE
"533",298,0,0,0,0,"lau",NA,NA,NA,NA,0,0,0,0,"keine Bäume",TRUE,FALSE,FALSE
