          name           ,        time        , DSF, ISF, TSF, Opn,GapF,  LAI, ELAD, atm,Cos,Start, End, TF,AOV,   lat, angle, thr
293_Thr2                 , 2021-08-27 18:19:21,  5%,  4%,  5%,  0%,  0%,  3.7, 50.0,60,  Y,121,273,60,15, +53.7, 123.4,128
293_Thr3                 , 2021-08-27 18:19:21,  0%,  0%,  0%,  0%,  0%,  6.6, 50.0,60,  Y,121,273,60,15, +53.7, 123.4,178
293_Thr4                 , 2021-08-27 18:19:21,100%,100%,100%,100%,100%,  0.0,  1.1,60,  Y,121,273,60,15, +53.7, 123.4,28
293_Thr5                 , 2021-08-27 18:19:21,  3%,  2%,  3%,  0%,  0%,  4.3, 50.0,60,  Y,121,273,60,15, +53.7, 123.4,140
294_Thr1                 , 2021-08-27 18:19:35,  3%,  2%,  3%,  0%,  0%,  4.4, 50.0,60,  Y,121,273,60,15, +53.7,  89.3,142
294_Thr2                 , 2021-08-27 18:19:35,  1%,  1%,  1%,  0%,  0%,  5.1, 50.0,60,  Y,121,273,60,15, +53.7,  89.3,155
294_Thr3                 , 2021-08-27 18:19:35,  1%,  1%,  1%,  0%,  0%,  5.5, 50.0,60,  Y,121,273,60,15, +53.7,  89.3,161
294_Thr4                 , 2021-08-27 18:19:35,100%,100%,100%,100%,100%,  0.0,  1.8,60,  Y,121,273,60,15, +53.7,  89.3,27
294_Thr5                 , 2021-08-27 18:19:35,  0%,  0%,  0%,  0%,  0%,  6.8, 50.0,60,  Y,121,273,60,15, +53.7,  89.3,190
295_Thr1                 , 2021-08-27 18:19:49,  3%,  4%,  3%,  1%,  1%,  3.6, 50.0,60,  Y,121,273,60,15, +53.7, 359.3,151
295_Thr2                 , 2021-08-27 18:19:49,  5%,  5%,  5%,  3%,  3%,  3.2, 50.0,60,  Y,121,273,60,15, +53.7, 359.3,141
295_Thr3                 , 2021-08-27 18:19:49,  6%,  6%,  6%,  4%,  4%,  3.0, 50.0,60,  Y,121,273,60,15, +53.7, 359.3,133
295_Thr4                 , 2021-08-27 18:19:49,  2%,  3%,  2%,  1%,  1%,  3.9, 50.0,60,  Y,121,273,60,15, +53.7, 359.3,157
295_Thr5                 , 2021-08-27 18:19:49,  8%,  7%,  8%,  5%,  5%,  2.7, 50.0,60,  Y,121,273,60,15, +53.7, 359.3,127
296_Thr1                 , 2021-08-27 18:20:01, 13%, 14%, 13%, 92%, 92%,  2.6, 11.9,60,  Y,121,273,60,15, +53.7, 189.7,158
296_Thr2                 , 2021-08-27 18:20:01, 16%, 17%, 16%, 94%, 94%,  2.2, 11.6,60,  Y,121,273,60,15, +53.7, 189.7,143
296_Thr3                 , 2021-08-27 18:20:01,  1%,  0%,  1%,  0%,  0%,  6.1, 50.0,60,  Y,121,273,60,15, +53.7, 189.7,176
296_Thr4                 , 2021-08-27 18:20:01, 20%, 20%, 20%, 95%, 95%,  1.9, 10.7,60,  Y,121,273,60,15, +53.7, 189.7,130
296_Thr5                 , 2021-08-27 18:20:01, 14%, 15%, 14%, 93%, 93%,  2.4, 11.8,60,  Y,121,273,60,15, +53.7, 189.7,151
297_Thr1                 , 2021-08-27 18:20:15, 17%, 13%, 15%,  6%,  6%,  2.8, 10.9,60,  Y,121,273,60,15, +53.7, 229.5,159
297_Thr2                 , 2021-08-27 18:20:15, 18%, 14%, 16%,  8%,  8%,  2.4, 11.5,60,  Y,121,273,60,15, +53.7, 229.5,147
297_Thr3                 , 2021-08-27 18:20:15, 17%, 13%, 15%,  7%,  7%,  2.6, 11.1,60,  Y,121,273,60,15, +53.7, 229.5,154
297_Thr4                 , 2021-08-27 18:20:15, 24%, 19%, 22%, 12%, 12%,  1.9, 11.2,60,  Y,121,273,60,15, +53.7, 229.5,127
297_Thr5                 , 2021-08-27 18:20:15,  2%,  0%,  1%,  0%,  0%,  5.9, 50.0,60,  Y,121,273,60,15, +53.7, 229.5,176
298_Thr1                 , 2021-08-27 18:20:29,  6%,  5%,  6%,  0%,  0%,  4.4, 50.0,60,  Y,121,273,60,15, +53.7, 119.1,163
298_Thr2                 , 2021-08-27 18:20:29, 10%,  8%,  9%,  0%,  0%,  3.6, 50.0,60,  Y,121,273,60,15, +53.7, 119.1,142
298_Thr3                 , 2021-08-27 18:20:29, 69%, 71%, 70%, 58%, 58%,  0.4,  9.1,60,  Y,121,273,60,15, +53.7, 119.1,56
298_Thr4                 , 2021-08-27 18:20:29, 17%, 13%, 15%,  0%,  0%,  2.8, 50.0,60,  Y,121,273,60,15, +53.7, 119.1,117
298_Thr5                 , 2021-08-27 18:20:29,  1%,  0%,  1%,  0%,  0%,  5.9, 50.0,60,  Y,121,273,60,15, +53.7, 119.1,177
299_Thr1                 , 2021-08-27 18:20:43,  1%,  1%,  1%,  0%,  0%,  5.4, 50.0,60,  Y,121,273,60,15, +53.7, 123.7,172
299_Thr2                 , 2021-08-27 18:20:43,  1%,  1%,  1%,  0%,  0%,  5.8, 26.9,60,  Y,121,273,60,15, +53.7, 123.7,178
299_Thr3                 , 2021-08-27 18:20:43,  4%,  3%,  4%,  0%,  0%,  4.5, 50.0,60,  Y,121,273,60,15, +53.7, 123.7,142
299_Thr4                 , 2021-08-27 18:20:43,  2%,  2%,  2%,  0%,  0%,  5.1, 50.0,60,  Y,121,273,60,15, +53.7, 123.7,162
299_Thr5                 , 2021-08-27 18:20:43,  3%,  3%,  3%,  0%,  0%,  4.7, 50.0,60,  Y,121,273,60,15, +53.7, 123.7,148
300_Thr1                 , 2021-08-27 18:20:57, 10%,  6%,  8%,  0%,  0%,  4.1, 25.6,60,  Y,121,273,60,15, +53.7,  96.6,157
300_Thr2                 , 2021-08-27 18:20:57, 13%,  9%, 11%,  0%,  0%,  3.6, 50.0,60,  Y,121,273,60,15, +53.7,  96.6,141
300_Thr3                 , 2021-08-27 18:20:57,  2%,  2%,  2%,  0%,  0%,  5.2, 30.8,60,  Y,121,273,60,15, +53.7,  96.6,171
300_Thr4                 , 2021-08-27 18:20:57, 18%, 12%, 16%,  1%,  1%,  3.0, 42.9,60,  Y,121,273,60,15, +53.7,  96.6,125
300_Thr5                 , 2021-08-27 18:20:57, 99%, 97%, 98%,100%,100%,  0.0,  4.3,60,  Y,121,273,60,15, +53.7,  96.6,38
301_Thr1                 , 2021-08-27 18:21:09,  2%,  1%,  2%,  0%,  0%,  5.7, 19.5,60,  Y,121,273,60,15, +53.7, 193.6,173
301_Thr2                 , 2021-08-27 18:21:09,  1%,  0%,  1%,  0%,  0%,  6.0, 23.2,60,  Y,121,273,60,15, +53.7, 193.6,178
301_Thr3                 , 2021-08-27 18:21:09,  7%,  4%,  6%,  0%,  0%,  4.4, 50.0,60,  Y,121,273,60,15, +53.7, 193.6,137
301_Thr4                 , 2021-08-27 18:21:09,  3%,  1%,  2%,  0%,  0%,  5.3, 19.8,60,  Y,121,273,60,15, +53.7, 193.6,163
301_Thr5                 , 2021-08-27 18:21:09,  9%,  5%,  7%,  0%,  0%,  4.1, 50.0,60,  Y,121,273,60,15, +53.7, 193.6,127
302_Thr1                 , 2021-08-27 18:21:33,  2%,  5%,  3%,  1%,  1%,  3.3, 12.8,60,  Y,121,273,60,15, +53.7,  40.6,155
302_Thr2                 , 2021-08-27 18:21:33,  3%,  7%,  5%,  2%,  2%,  2.9, 13.5,60,  Y,121,273,60,15, +53.7,  40.6,142
302_Thr3                 , 2021-08-27 18:21:33,  6%, 12%,  8%,  5%,  5%,  2.3, 15.5,60,  Y,121,273,60,15, +53.7,  40.6,116
302_Thr4                 , 2021-08-27 18:21:33,  1%,  2%,  1%,  0%,  0%,  5.2, 50.0,60,  Y,121,273,60,15, +53.7,  40.6,166
302_Thr5                 , 2021-08-27 18:21:33,  0%,  0%,  0%,  0%,  0%,  6.1, 50.0,60,  Y,121,273,60,15, +53.7,  40.6,176
303_Thr1                 , 2021-08-27 18:21:50,  2%,  1%,  2%,  0%,  0%,  5.7, 50.0,60,  Y,121,273,60,15, +53.7, 202.2,171
303_Thr2                 , 2021-08-27 18:21:50,  5%,  3%,  4%,  0%,  0%,  4.2, 50.0,60,  Y,121,273,60,15, +53.7, 202.2,144
303_Thr3                 , 2021-08-27 18:21:50,  1%,  0%,  1%,  0%,  0%,  6.3, 38.4,60,  Y,121,273,60,15, +53.7, 202.2,177
303_Thr4                 , 2021-08-27 18:21:50,  3%,  2%,  3%,  0%,  0%,  4.7, 50.0,60,  Y,121,273,60,15, +53.7, 202.2,156
303_Thr5                 , 2021-08-27 18:21:50, 99%,100%, 99%,100%,100%,  0.0, 50.0,60,  Y,121,273,60,15, +53.7, 202.2,23
304_Thr1                 , 2021-08-27 18:22:02, 11%, 12%, 11%, 26%, 26%,  2.5, 10.0,60,  Y,121,273,60,15, +53.7, 317.2,156
304_Thr2                 , 2021-08-27 18:22:02, 14%, 14%, 14%, 32%, 32%,  2.1, 10.9,60,  Y,121,273,60,15, +53.7, 317.2,142
304_Thr3                 , 2021-08-27 18:22:02, 12%, 13%, 12%, 28%, 28%,  2.3, 10.4,60,  Y,121,273,60,15, +53.7, 317.2,150
304_Thr4                 , 2021-08-27 18:22:02,  9%,  6%,  8%,  0%,  0%,  3.8, 18.4,60,  Y,121,273,60,15, +53.7, 317.2,169
304_Thr5                 , 2021-08-27 18:22:02,  0%,  0%,  0%,  0%,  0%,  6.2, 50.0,60,  Y,121,273,60,15, +53.7, 317.2,180
305_Thr1                 , 2021-08-27 18:22:18, 12%, 12%, 12%, 42%, 42%,  2.6, 14.0,60,  Y,121,273,60,15, +53.7, 289.8,157
305_Thr2                 , 2021-08-27 18:22:18, 18%, 18%, 18%, 57%, 57%,  1.9, 14.2,60,  Y,121,273,60,15, +53.7, 289.8,128
305_Thr3                 , 2021-08-27 18:22:18, 15%, 14%, 15%, 48%, 48%,  2.3, 14.4,60,  Y,121,273,60,15, +53.7, 289.8,144
305_Thr4                 , 2021-08-27 18:22:18,  1%,  0%,  1%,  0%,  0%,  6.1, 50.0,60,  Y,121,273,60,15, +53.7, 289.8,176
305_Thr5                 , 2021-08-27 18:22:18, 21%, 21%, 21%, 63%, 63%,  1.7, 13.3,60,  Y,121,273,60,15, +53.7, 289.8,117
306_Thr1                 , 2021-08-27 18:22:30,  3%,  2%,  3%,  0%,  0%,  4.4, 50.0,60,  Y,121,273,60,15, +53.7, 294.3,147
306_Thr2                 , 2021-08-27 18:22:30,  2%,  1%,  2%,  0%,  0%,  5.0, 50.0,60,  Y,121,273,60,15, +53.7, 294.3,157
306_Thr3                 , 2021-08-27 18:22:30,  5%,  3%,  4%,  0%,  0%,  3.8, 50.0,60,  Y,121,273,60,15, +53.7, 294.3,134
306_Thr4                 , 2021-08-27 18:22:30,  1%,  0%,  1%,  0%,  0%,  5.8, 50.0,60,  Y,121,273,60,15, +53.7, 294.3,165
306_Thr5                 , 2021-08-27 18:22:30,  6%,  5%,  6%,  0%,  0%,  3.5, 50.0,60,  Y,121,273,60,15, +53.7, 294.3,128
307_Thr1                 , 2021-08-27 18:22:43,  2%,  2%,  2%,  0%,  0%,  4.1, 50.0,60,  Y,121,273,60,15, +53.7, 303.0,138
307_Thr2                 , 2021-08-27 18:22:43,  4%,  4%,  4%,  0%,  0%,  3.6, 50.0,60,  Y,121,273,60,15, +53.7, 303.0,128
307_Thr3                 , 2021-08-27 18:22:43,  6%,  6%,  6%,  1%,  1%,  3.0, 50.0,60,  Y,121,273,60,15, +53.7, 303.0,116
307_Thr4                 , 2021-08-27 18:22:43,100%,100%,100%,100%,100%,  0.0,  0.6,60,  Y,121,273,60,15, +53.7, 303.0,27
307_Thr5                 , 2021-08-27 18:22:43,  0%,  0%,  0%,  0%,  0%,  6.6, 50.0,60,  Y,121,273,60,15, +53.7, 303.0,176
308_Thr1                 , 2021-08-27 18:23:00,  6%,  2%,  4%,  0%,  0%,  4.8, 50.0,60,  Y,121,273,60,15, +53.7, 159.7,162
308_Thr2                 , 2021-08-27 18:23:00,  9%,  4%,  7%,  0%,  0%,  3.6, 50.0,60,  Y,121,273,60,15, +53.7, 159.7,134
308_Thr3                 , 2021-08-27 18:23:00, 10%,  5%,  8%,  1%,  1%,  3.3, 50.0,60,  Y,121,273,60,15, +53.7, 159.7,128
308_Thr4                 , 2021-08-27 18:23:00,  7%,  3%,  5%,  0%,  0%,  4.3, 50.0,60,  Y,121,273,60,15, +53.7, 159.7,154
308_Thr5                 , 2021-08-27 18:23:00,  0%,  0%,  0%,  0%,  0%,  6.4, 50.0,60,  Y,121,273,60,15, +53.7, 159.7,178
309_Thr1                 , 2021-08-27 18:23:12, 10%,  7%,  9%, 52%, 52%,  2.9, 18.4,60,  Y,121,273,60,15, +53.7, 123.3,157
309_Thr2                 , 2021-08-27 18:23:12, 13%, 10%, 12%, 60%, 60%,  2.5, 18.0,60,  Y,121,273,60,15, +53.7, 123.3,144
309_Thr3                 , 2021-08-27 18:23:12,  7%,  2%,  5%,  0%,  0%,  4.9, 50.0,60,  Y,121,273,60,15, +53.7, 123.3,169
309_Thr4                 , 2021-08-27 18:23:12,  2%,  1%,  2%,  0%,  0%,  5.8, 50.0,60,  Y,121,273,60,15, +53.7, 123.3,176
309_Thr5                 , 2021-08-27 18:23:12, 99%, 97%, 98%,100%,100%,  0.0,  3.3,60,  Y,121,273,60,15, +53.7, 123.3,41
310_Thr1                 , 2021-08-27 18:23:28, 10%,  8%,  9%, 10%, 10%,  2.7, 14.2,60,  Y,121,273,60,15, +53.7, 276.4,154
310_Thr2                 , 2021-08-27 18:23:28, 11%, 10%, 11%, 14%, 14%,  2.5, 14.3,60,  Y,121,273,60,15, +53.7, 276.4,147
310_Thr3                 , 2021-08-27 18:23:28,  2%,  1%,  2%,  0%,  0%,  5.2, 50.0,60,  Y,121,273,60,15, +53.7, 276.4,176
310_Thr4                 , 2021-08-27 18:23:28,  9%,  6%,  8%,  6%,  6%,  3.1, 15.4,60,  Y,121,273,60,15, +53.7, 276.4,162
310_Thr5                 , 2021-08-27 18:23:28, 18%, 20%, 19%, 40%, 40%,  1.7, 11.7,60,  Y,121,273,60,15, +53.7, 276.4,116
08901_Thr1               , 2021-08-25 15:08:54,2%,4%,3%,50%,49%,  3.7,  6.8,60,  Y,121,273,60,15, +51.6,  24.3,211
08901_Thr2               , 2021-08-25 15:08:54,3%,5%,4%,53%,53%,  3.4,  6.2,60,  Y,121,273,60,15, +51.6,  24.3,206
08901_Thr3               , 2021-08-25 15:08:54,4%,6%,5%,55%,55%,  3.2,  5.8,60,  Y,121,273,60,15, +51.6,  24.3,200
08901_Thr4               , 2021-08-25 15:08:54,1%,2%,1%,9%,9%,  4.8, 10.9,60,  Y,121,273,60,15, +51.6,  24.3,223
08901_Thr5               , 2021-08-25 15:08:54,5%,7%,6%,58%,58%,  3.0,  5.2,60,  Y,121,273,60,15, +51.6,  24.3,193
08902_Thr1               , 2021-08-25 15:10:11,17%,14%,16%,64%,64%,  2.3,  3.5,60,  Y,121,273,60,15, +51.6,   3.5,208
08902_Thr2               , 2021-08-25 15:10:11,21%,17%,19%,68%,68%,  2.0,  2.9,60,  Y,121,273,60,15, +51.6,   3.5,196
08902_Thr3               , 2021-08-25 15:10:11,18%,15%,17%,66%,66%,  2.1,  3.2,60,  Y,121,273,60,15, +51.6,   3.5,203
08902_Thr4               , 2021-08-25 15:10:11,8%,3%,6%,0%,0%,  4.6, 10.1,60,  Y,121,273,60,15, +51.6,   3.5,233
08902_Thr5               , 2021-08-25 15:10:11,12%,7%,10%,11%,11%,  3.0,  5.0,60,  Y,121,273,60,15, +51.6,   3.5,221
08903_Thr1               , 2021-08-25 15:10:30,21%,17%,19%,65%,65%,  2.1,  3.1,60,  Y,121,273,60,15, +51.6,  20.5,172
08903_Thr2               , 2021-08-25 15:10:30,27%,20%,24%,68%,68%,  1.9,  2.7,60,  Y,121,273,60,15, +51.6,  20.5,164
08903_Thr3               , 2021-08-25 15:10:30,11%,4%,8%,0%,0%,  3.9,  7.6,60,  Y,121,273,60,15, +51.6,  20.5,191
08903_Thr4               , 2021-08-25 15:10:30,35%,24%,31%,69%,69%,  1.6,  2.4,60,  Y,121,273,60,15, +51.6,  20.5,157
08903_Thr5               , 2021-08-25 15:10:30,4%,2%,3%,0%,0%,  5.1, 12.4,60,  Y,121,273,60,15, +51.6,  20.5,199
08904_Thr1               , 2021-08-25 15:10:45,10%,15%,12%,40%,40%,  2.3,  3.4,60,  Y,121,273,60,15, +51.6, 359.8,168
08904_Thr2               , 2021-08-25 15:10:45,14%,18%,16%,44%,44%,  2.0,  3.5,60,  Y,121,273,60,15, +51.6, 359.8,160
08904_Thr3               , 2021-08-25 15:10:45,0%,0%,0%,0%,0%,  6.9, 50.0,60,  Y,121,273,60,15, +51.6, 359.8,223
08904_Thr4               , 2021-08-25 15:10:45,8%,12%,10%,35%,35%,  2.6,  4.1,60,  Y,121,273,60,15, +51.6, 359.8,176
08904_Thr5               , 2021-08-25 15:10:45,4%,2%,3%,0%,0%,  4.8, 10.5,60,  Y,121,273,60,15, +51.6, 359.8,193
08905_Thr1               , 2021-08-25 15:11:02,13%,20%,16%,13%,13%,  2.2,  3.2,60,  Y,121,273,60,15, +51.6,  14.8,170
08905_Thr2               , 2021-08-25 15:11:02,21%,25%,23%,19%,19%,  1.8,  3.4,60,  Y,121,273,60,15, +51.6,  14.8,159
08905_Thr3               , 2021-08-25 15:11:02,6%,4%,5%,0%,0%,  4.6,  9.8,60,  Y,121,273,60,15, +51.6,  14.8,193
08905_Thr4               , 2021-08-25 15:11:02,1%,1%,1%,0%,0%,  6.0, 20.4,60,  Y,121,273,60,15, +51.6,  14.8,203
08905_Thr5               , 2021-08-25 15:11:02,31%,31%,31%,25%,25%,  1.4,  3.5,60,  Y,121,273,60,15, +51.6,  14.8,147
08906_Thr1               , 2021-08-25 15:11:14,20%,27%,23%,100%,100%,  1.8,  2.3,60,  Y,121,273,60,15, +51.6,  13.7,173
08906_Thr2               , 2021-08-25 15:11:14,27%,31%,29%,100%,100%,  1.5,  2.1,60,  Y,121,273,60,15, +51.6,  13.7,162
08906_Thr3               , 2021-08-25 15:11:14,10%,5%,8%,0%,0%,  4.2,  8.5,60,  Y,121,273,60,15, +51.6,  13.7,194
08906_Thr4               , 2021-08-25 15:11:14,80%,71%,76%,100%,100%,  0.4,  1.6,60,  Y,121,273,60,15, +51.6,  13.7,116
08906_Thr5               , 2021-08-25 15:11:14,33%,34%,33%,100%,100%,  1.3,  2.2,60,  Y,121,273,60,15, +51.6,  13.7,155
08907_Thr1               , 2021-08-25 15:11:31,25%,28%,26%,88%,88%,  1.7,  2.2,60,  Y,121,273,60,15, +51.6,  41.4,172
08907_Thr2               , 2021-08-25 15:11:31,30%,30%,30%,89%,89%,  1.6,  1.9,60,  Y,121,273,60,15, +51.6,  41.4,166
08907_Thr3               , 2021-08-25 15:11:31,4%,2%,3%,0%,0%,  5.5, 15.5,60,  Y,121,273,60,15, +51.6,  41.4,200
08907_Thr4               , 2021-08-25 15:11:31,13%,13%,13%,4%,4%,  3.0,  4.7,60,  Y,121,273,60,15, +51.6,  41.4,185
08907_Thr5               , 2021-08-25 15:11:31,73%,58%,67%,96%,96%,  0.6,  2.0,60,  Y,121,273,60,15, +51.6,  41.4,134
08908_Thr1               , 2021-08-25 15:11:44,27%,16%,23%,0%,0%,  2.7,  4.5,60,  Y,121,273,60,15, +51.6,  68.1,174
08908_Thr2               , 2021-08-25 15:11:44,4%,2%,3%,0%,0%,  5.6, 16.3,60,  Y,121,273,60,15, +51.6,  68.1,204
08908_Thr3               , 2021-08-25 15:11:44,21%,12%,17%,0%,0%,  3.0,  5.2,60,  Y,121,273,60,15, +51.6,  68.1,179
08908_Thr4               , 2021-08-25 15:11:44,15%,8%,12%,0%,0%,  3.8,  7.1,60,  Y,121,273,60,15, +51.6,  68.1,186
08908_Thr5               , 2021-08-25 15:11:44,3%,1%,2%,0%,0%,  5.9, 19.1,60,  Y,121,273,60,15, +51.6,  68.1,209
08909_Thr1               , 2021-08-25 15:11:58,31%,16%,25%,10%,10%,  2.3,  3.6,60,  Y,121,273,60,15, +51.6,  70.7,168
08909_Thr2               , 2021-08-25 15:11:58,11%,3%,8%,0%,0%,  4.9, 11.2,60,  Y,121,273,60,15, +51.6,  70.7,199
08909_Thr3               , 2021-08-25 15:11:58,16%,5%,12%,0%,0%,  4.1,  8.3,60,  Y,121,273,60,15, +51.6,  70.7,189
08909_Thr4               , 2021-08-25 15:11:58,88%,77%,84%,100%,100%,  0.3,  4.6,60,  Y,121,273,60,15, +51.6,  70.7,117
08909_Thr5               , 2021-08-25 15:11:58,50%,32%,43%,26%,26%,  1.3,  4.3,60,  Y,121,273,60,15, +51.6,  70.7,148
08910_Thr1               , 2021-08-25 15:12:11,8%,7%,8%,0%,0%,  3.2,  6.9,60,  Y,121,273,60,15, +51.6,  37.1,158
08910_Thr2               , 2021-08-25 15:12:11,5%,5%,5%,0%,0%,  3.7,  7.4,60,  Y,121,273,60,15, +51.6,  37.1,167
08910_Thr3               , 2021-08-25 15:12:11,0%,0%,0%,0%,0%,  6.9, 50.0,60,  Y,121,273,60,15, +51.6,  37.1,228
08910_Thr4               , 2021-08-25 15:12:11,4%,4%,4%,0%,0%,  4.0,  8.3,60,  Y,121,273,60,15, +51.6,  37.1,173
08910_Thr5               , 2021-08-25 15:12:11,99%,99%,99%,100%,100%,  0.0,  0.1,60,  Y,121,273,60,15, +51.6,  37.1,71
08911_Thr1               , 2021-08-25 15:12:40,18%,19%,18%,12%,12%,  2.1,  3.2,60,  Y,121,273,60,15, +51.6,  63.9,159
08911_Thr2               , 2021-08-25 15:12:40,15%,16%,15%,10%,10%,  2.3,  3.6,60,  Y,121,273,60,15, +51.6,  63.9,166
08911_Thr3               , 2021-08-25 15:12:40,0%,0%,0%,0%,0%,  6.9, 50.0,60,  Y,121,273,60,15, +51.6,  63.9,225
08911_Thr4               , 2021-08-25 15:12:40,13%,12%,13%,7%,7%,  2.7,  4.3,60,  Y,121,273,60,15, +51.6,  63.9,176
08911_Thr5               , 2021-08-25 15:12:40,0%,0%,0%,0%,0%,  6.9, 50.0,60,  Y,121,273,60,15, +51.6,  63.9,245
08912_Thr1               , 2021-08-25 15:12:54,17%,15%,16%,22%,22%,  2.2,  3.4,60,  Y,121,273,60,15, +51.6,  69.3,168
08912_Thr2               , 2021-08-25 15:12:54,76%,63%,71%,91%,91%,  0.5,  4.2,60,  Y,121,273,60,15, +51.6,  69.3,116
08912_Thr3               , 2021-08-25 15:12:54,9%,5%,7%,0%,0%,  4.2,  8.9,60,  Y,121,273,60,15, +51.6,  69.3,188
08912_Thr4               , 2021-08-25 15:12:54,12%,9%,11%,17%,17%,  2.7,  4.4,60,  Y,121,273,60,15, +51.6,  69.3,179
08912_Thr5               , 2021-08-25 15:12:54,65%,53%,60%,78%,78%,  0.7,  4.7,60,  Y,121,273,60,15, +51.6,  69.3,123
08913_Thr1               , 2021-08-25 15:13:11,11%,13%,12%,53%,52%,  2.2,  3.6,60,  Y,121,273,60,15, +51.6,  29.5,170
08913_Thr2               , 2021-08-25 15:13:11,16%,16%,16%,60%,60%,  2.0,  3.0,60,  Y,121,273,60,15, +51.6,  29.5,161
08913_Thr3               , 2021-08-25 15:13:11,0%,0%,0%,0%,0%,  6.9, 50.0,60,  Y,121,273,60,15, +51.6,  29.5,247
08913_Thr4               , 2021-08-25 15:13:11,9%,10%,9%,47%,47%,  2.4,  4.0,60,  Y,121,273,60,15, +51.6,  29.5,176
08913_Thr5               , 2021-08-25 15:13:11,3%,2%,3%,0%,0%,  4.7, 11.2,60,  Y,121,273,60,15, +51.6,  29.5,193
08914_Thr1               , 2021-08-25 15:13:23,18%,12%,16%,2%,2%,  2.6,  4.5,60,  Y,121,273,60,15, +51.6, 206.6,179
08914_Thr2               , 2021-08-25 15:13:23,25%,16%,21%,4%,4%,  2.2,  3.6,60,  Y,121,273,60,15, +51.6, 206.6,171
08914_Thr3               , 2021-08-25 15:13:23,5%,1%,3%,0%,0%,  5.3, 13.9,60,  Y,121,273,60,15, +51.6, 206.6,208
08914_Thr4               , 2021-08-25 15:13:23,0%,0%,0%,0%,0%,  6.7, 48.1,60,  Y,121,273,60,15, +51.6, 206.6,248
08914_Thr5               , 2021-08-25 15:13:23,11%,5%,9%,0%,0%,  4.1,  8.9,60,  Y,121,273,60,15, +51.6, 206.6,192
08915_Thr1               , 2021-08-25 15:13:38,32%,18%,26%,31%,31%,  2.0,  3.0,60,  Y,121,273,60,15, +51.6, 297.8,168
08915_Thr2               , 2021-08-25 15:13:38,19%,10%,15%,22%,22%,  2.6,  4.3,60,  Y,121,273,60,15, +51.6, 297.8,180
08915_Thr3               , 2021-08-25 15:13:38,11%,5%,9%,1%,1%,  4.1,  8.3,60,  Y,121,273,60,15, +51.6, 297.8,190
08915_Thr4               , 2021-08-25 15:13:38,4%,2%,3%,0%,0%,  5.6, 16.3,60,  Y,121,273,60,15, +51.6, 297.8,203
08915_Thr5               , 2021-08-25 15:13:38,82%,60%,73%,75%,75%,  0.5,  3.7,60,  Y,121,273,60,15, +51.6, 297.8,127
08916_Thr1               , 2021-08-25 15:13:52,29%,21%,26%,91%,91%,  1.8,  2.5,60,  Y,121,273,60,15, +51.6, 276.9,158
08916_Thr2               , 2021-08-25 15:13:52,22%,17%,20%,88%,88%,  2.1,  3.1,60,  Y,121,273,60,15, +51.6, 276.9,170
08916_Thr3               , 2021-08-25 15:13:52,14%,9%,12%,39%,39%,  2.9,  4.7,60,  Y,121,273,60,15, +51.6, 276.9,185
08916_Thr4               , 2021-08-25 15:13:52,4%,1%,3%,0%,0%,  5.6, 16.0,60,  Y,121,273,60,15, +51.6, 276.9,203
08916_Thr5               , 2021-08-25 15:13:52,8%,3%,6%,0%,0%,  4.8, 10.7,60,  Y,121,273,60,15, +51.6, 276.9,194
08917_Thr1               , 2021-08-25 15:14:11,14%,5%,10%,0%,0%,  4.4,  9.1,60,  Y,121,273,60,15, +51.6, 282.4,193
08917_Thr2               , 2021-08-25 15:14:11,18%,10%,15%,16%,16%,  2.7,  4.4,60,  Y,121,273,60,15, +51.6, 282.4,180
08917_Thr3               , 2021-08-25 15:14:11,28%,18%,24%,23%,23%,  2.0,  3.0,60,  Y,121,273,60,15, +51.6, 282.4,160
08917_Thr4               , 2021-08-25 15:14:11,23%,14%,19%,20%,20%,  2.3,  3.6,60,  Y,121,273,60,15, +51.6, 282.4,170
08917_Thr5               , 2021-08-25 15:14:11,1%,0%,1%,0%,0%,  6.2, 23.5,60,  Y,121,273,60,15, +51.6, 282.4,208
08918_Thr1               , 2021-08-25 15:14:30,39%,26%,34%,88%,88%,  1.7,  2.3,60,  Y,121,273,60,15, +51.6, 351.5,161
08918_Thr2               , 2021-08-25 15:14:30,35%,22%,30%,87%,87%,  1.9,  2.5,60,  Y,121,273,60,15, +51.6, 351.5,168
08918_Thr3               , 2021-08-25 15:14:30,29%,16%,24%,75%,75%,  2.3,  3.3,60,  Y,121,273,60,15, +51.6, 351.5,179
08918_Thr4               , 2021-08-25 15:14:30,24%,10%,18%,10%,10%,  3.0,  4.9,60,  Y,121,273,60,15, +51.6, 351.5,189
08918_Thr5               , 2021-08-25 15:14:30,14%,4%,10%,0%,0%,  4.7, 10.3,60,  Y,121,273,60,15, +51.6, 351.5,198
08919_Thr1               , 2021-08-25 15:14:45,31%,16%,25%,0%,0%,  2.9,  5.0,60,  Y,121,273,60,15, +51.6, 356.2,172
08919_Thr2               , 2021-08-25 15:14:45,21%,7%,15%,0%,0%,  4.0,  7.6,60,  Y,121,273,60,15, +51.6, 356.2,191
08919_Thr3               , 2021-08-25 15:14:45,23%,8%,17%,0%,0%,  3.7,  6.8,60,  Y,121,273,60,15, +51.6, 356.2,186
