          name           ,        time        , DSF, ISF, TSF, Opn,GapF,  LAI, ELAD, atm,Cos,Start, End, TF,AOV,   lat, angle, thr
230_Thr1                 , 2021-08-27 18:03:15,  7%, 11%,  9%, 27%, 27%,  2.4,  6.6,60,  Y,121,273,60,15, +53.7, 347.8,153
230_Thr2                 , 2021-08-27 18:03:15,  5%,  3%,  4%, 13%, 13%,  4.2, 12.1,60,  Y,121,273,60,15, +53.7, 347.8,167
230_Thr3                 , 2021-08-27 18:03:15, 10%, 13%, 11%, 34%, 34%,  2.1,  8.0,60,  Y,121,273,60,15, +53.7, 347.8,138
230_Thr4                 , 2021-08-27 18:03:15,  0%,  0%,  0%,  0%,  0%,  6.8, 50.0,60,  Y,121,273,60,15, +53.7, 347.8,235
230_Thr5                 , 2021-08-27 18:03:15,  8%, 12%, 10%, 30%, 30%,  2.3,  7.2,60,  Y,121,273,60,15, +53.7, 347.8,146
231_Thr1                 , 2021-08-27 18:03:31, 11%,  5%,  9%,  0%,  0%,  3.5, 21.7,60,  Y,121,273,60,15, +53.7, 333.0,144
231_Thr2                 , 2021-08-27 18:03:31,  8%,  3%,  6%,  0%,  0%,  4.6, 29.3,60,  Y,121,273,60,15, +53.7, 333.0,160
231_Thr3                 , 2021-08-27 18:03:31,  9%,  4%,  7%,  0%,  0%,  4.1, 26.8,60,  Y,121,273,60,15, +53.7, 333.0,153
231_Thr4                 , 2021-08-27 18:03:31,  1%,  1%,  1%,  0%,  0%,  5.7, 20.6,60,  Y,121,273,60,15, +53.7, 333.0,179
231_Thr5                 , 2021-08-27 18:03:31, 19%, 12%, 16%,  2%,  2%,  2.5, 26.7,60,  Y,121,273,60,15, +53.7, 333.0,116
232_Thr1                 , 2021-08-27 18:03:47,  6%,  3%,  5%,  0%,  0%,  4.2, 50.0,60,  Y,121,273,60,15, +53.7, 291.1,142
232_Thr2                 , 2021-08-27 18:03:47,  0%,  0%,  0%,  0%,  0%,  6.9, 50.0,60,  Y,121,273,60,15, +53.7, 291.1,223
232_Thr3                 , 2021-08-27 18:03:47,  4%,  2%,  3%,  0%,  0%,  4.8, 37.2,60,  Y,121,273,60,15, +53.7, 291.1,155
232_Thr4                 , 2021-08-27 18:03:47,  1%,  0%,  1%,  0%,  0%,  6.1, 27.0,60,  Y,121,273,60,15, +53.7, 291.1,178
232_Thr5                 , 2021-08-27 18:03:47,  1%,  1%,  1%,  0%,  0%,  5.7, 20.4,60,  Y,121,273,60,15, +53.7, 291.1,173
233_Thr1                 , 2021-08-27 18:04:03, 11%,  5%,  9%,  1%,  1%,  3.6, 50.0,60,  Y,121,273,60,15, +53.7, 243.5,128
233_Thr2                 , 2021-08-27 18:04:03,  9%,  4%,  7%,  0%,  0%,  3.9, 41.3,60,  Y,121,273,60,15, +53.7, 243.5,136
