"","bfhnr","jahr","nBaum"
"2738",90587,2018,2
"2739",90587,2019,2
"2740",90587,2020,2
"2741",90588,2020,1
"2742",90593,2011,1
"2743",90594,2007,10
"2744",90594,2008,10
"2745",90594,2011,11
"2746",90594,2013,10
"2747",90594,2017,11
"2748",90594,2018,11
"2749",90594,2019,11
"2750",90594,2020,11
"2751",90606,2007,3
"2752",90606,2008,3
"2753",90606,2009,3
"2754",90606,2010,3
"2755",90606,2011,3
"2756",90606,2012,3
"2757",90606,2013,3
"2758",90606,2014,3
"2759",90606,2015,3
"2760",90606,2016,3
"2761",90606,2017,3
"2762",90606,2018,3
"2763",90606,2019,3
"2764",90606,2020,3
"2765",90607,2017,1
"2766",90607,2018,1
"2767",90607,2019,1
"2768",90607,2020,1
"2769",90627,2007,1
"2770",90627,2008,1
"2771",90627,2011,1
"2772",90627,2016,1
"2773",90627,2017,1
"2774",90627,2018,1
"2775",90627,2019,1
"2776",90627,2020,1
"2777",90636,2014,1
"2778",90636,2015,1
"2779",90636,2016,1
"2780",90636,2017,2
"2781",90636,2018,2
"2782",90636,2019,2
"2783",90636,2020,2
"2784",90645,2007,15
"2785",90645,2008,15
"2786",90645,2011,10
"2787",90645,2016,15
"2788",90645,2017,15
"2789",90645,2018,15
"2790",90645,2019,15
"2791",90645,2020,14
"2792",90646,2007,18
"2793",90646,2008,18
"2794",90646,2011,19
"2795",90662,2008,2
"2796",90670,2007,5
"2797",90670,2008,5
"2798",90670,2011,5
"2799",90670,2016,5
"2800",90670,2017,5
"2801",90670,2018,5
"2802",90670,2019,5
"2803",90670,2020,5
"2804",90671,2014,1
"2805",90671,2015,1
"2806",90671,2016,1
"2807",90671,2017,1
"2808",90671,2018,1
"2809",90671,2019,1
"2810",90671,2020,2
"2811",90675,2016,1
"2812",90675,2017,1
"2813",90675,2018,1
"2814",90675,2019,1
"2815",90675,2020,1
"2816",90694,2007,1
"2817",90694,2008,1
"2818",90699,2012,1
"2819",90699,2013,2
"2820",90699,2014,1
"2821",90699,2015,1
"2822",90699,2016,1
"2823",90699,2017,1
"2824",90699,2018,1
"2825",90699,2019,1
"2826",90699,2020,1
"2827",90707,2007,1
"2828",90707,2008,1
"2829",90707,2011,2
"2830",90707,2016,2
"2831",90707,2017,1
"2832",90707,2018,1
"2833",90707,2019,2
"2834",90707,2020,2
"2835",90726,2007,1
"2836",90726,2008,1
"2837",90726,2009,1
"2838",90726,2010,1
"2839",90726,2011,1
"2840",90726,2012,1
"2841",90726,2013,1
"2842",90726,2014,1
"2843",90726,2015,1
"2844",90726,2016,1
"2845",90726,2017,1
"2846",90726,2018,1
"2847",90726,2019,1
"2848",90726,2020,1
"2849",90730,2007,9
"2850",90730,2008,9
"2851",90730,2009,9
"2852",90730,2010,9
"2853",90730,2011,7
"2854",90730,2012,9
"2855",90730,2013,10
"2856",90730,2014,10
"2857",90730,2015,10
"2858",90730,2016,10
"2859",90730,2017,16
"2860",90730,2018,11
"2861",90730,2019,8
"2862",90730,2020,8
"2863",90733,2007,1
"2864",90733,2008,1
"2865",90733,2011,1
"2866",90746,2007,1
"2867",90746,2008,1
"2868",90746,2009,1
"2869",90746,2010,1
"2870",90746,2011,1
"2871",90746,2012,1
"2872",90746,2013,1
"2873",90746,2014,2
"2874",90746,2015,2
"2875",90746,2016,2
"2876",90746,2017,2
"2877",90746,2018,2
"2878",90746,2019,2
"2879",90746,2020,2
"2880",90749,2007,2
"2881",90749,2008,2
"2882",90749,2011,2
"2883",90762,2007,1
"2884",90762,2008,1
"2885",90762,2011,1
"2886",90762,2016,2
"2887",90762,2017,1
"2888",90762,2018,1
"2889",90762,2019,1
"2890",90762,2020,2
"2891",90766,2017,4
"2892",90766,2018,4
"2893",90766,2019,4
"2894",90766,2020,4
"2895",90785,2007,1
"2896",90785,2008,1
"2897",90785,2009,1
"2898",90785,2010,1
"2899",90785,2011,1
"2900",90785,2012,1
"2901",90785,2013,1
"2902",90785,2014,1
"2903",90785,2015,1
"2904",90785,2016,1
"2905",90785,2017,1
"2906",90785,2018,1
"2907",90785,2019,1
"2908",90785,2020,1
"2909",90798,2007,20
"2910",90798,2008,21
"2911",90798,2011,19
"2912",90829,2007,6
"2913",90829,2008,6
"2914",90829,2009,6
"2915",90829,2010,5
"2916",90829,2011,5
"2917",90829,2012,6
"2918",90829,2013,6
"2919",90829,2014,4
"2920",90829,2015,3
"2921",90829,2016,4
"2922",90829,2017,2
"2923",90829,2019,1
"2924",90829,2020,2
"2925",90846,2011,1
"2926",90846,2016,1
"2927",90846,2017,1
"2928",90846,2018,1
"2929",90846,2019,1
"2930",90847,2007,1
"2931",90847,2008,1
"2932",90847,2011,1
"2933",90847,2016,1
"2934",90847,2017,1
"2935",90847,2018,1
"2936",90847,2019,1
"2937",90847,2020,1
"2938",90848,2011,1
"2939",90848,2016,1
"2940",90848,2017,1
"2941",90848,2018,1
"2942",90848,2019,1
"2943",90848,2020,1
"2944",90851,2007,1
"2945",90851,2008,1
"2946",90851,2010,1
"2947",90851,2011,1
"2948",90851,2012,1
"2949",90851,2013,1
"2950",90851,2014,1
"2951",90851,2015,1
"2952",90851,2016,1
"2953",90851,2017,1
"2954",90851,2018,1
"2955",90851,2019,1
"2956",90851,2020,1
"2957",90857,2007,1
"2958",90857,2008,1
"2959",90857,2009,1
"2960",90863,2007,16
"2961",90863,2008,16
"2962",90863,2011,17
"2963",90863,2016,9
"2964",90863,2017,7
"2965",90863,2018,5
"2966",90863,2019,5
"2967",90863,2020,2
"2968",90874,2017,7
"2969",90874,2018,6
"2970",90874,2019,6
"2971",90874,2020,6
"2972",90880,2007,13
"2973",90880,2008,13
"2974",90880,2011,13
"2975",100002,1991,1
"2976",100002,1992,1
"2977",100002,1993,1
"2978",100002,1994,1
"2979",100002,1995,1
"2980",100002,1996,1
"2981",100002,1997,1
"2982",100002,1998,1
"2983",100002,1999,1
"2984",100002,2000,1
"2985",100002,2001,1
"2986",100002,2002,1
"2987",100002,2003,1
"2988",100002,2004,1
"2989",100002,2005,1
"2990",100002,2006,1
"2991",100002,2007,1
"2992",100002,2008,1
"2993",100002,2009,1
"2994",100002,2010,1
"2995",100002,2011,1
"2996",100002,2012,1
"2997",100002,2013,1
"2998",100002,2014,1
"2999",100002,2015,1
"3000",100002,2016,1
"3001",100002,2017,1
"3002",100002,2018,1
"3003",100002,2019,1
"3004",100002,2020,1
"3005",100029,1991,6
"3006",100029,1992,6
"3007",100029,1993,6
"3008",100029,1994,6
"3009",100029,1995,6
"3010",100029,1996,6
"3011",100029,1997,6
"3012",100029,1998,6
"3013",100029,1999,6
"3014",100029,2000,6
"3015",100029,2001,6
"3016",100029,2002,6
"3017",100029,2003,6
"3018",100029,2004,6
"3019",100029,2005,6
"3020",100029,2006,6
"3021",100029,2007,6
"3022",100029,2008,6
"3023",100029,2009,6
"3024",100029,2010,6
"3025",100029,2011,6
"3026",100029,2012,6
"3027",100029,2013,6
"3028",100029,2014,6
"3029",100029,2015,6
"3030",100029,2016,6
"3031",100029,2017,6
"3032",100029,2018,6
"3033",100029,2019,6
"3034",100029,2020,6
"3035",100081,1991,3
"3036",100081,1992,3
"3037",100081,1993,3
"3038",100081,1994,3
"3039",100081,1995,3
"3040",100081,1996,3
"3041",100081,1997,3
"3042",100081,1998,3
"3043",100081,1999,3
"3044",100081,2000,3
"3045",100081,2001,3
"3046",100081,2002,3
"3047",100081,2003,3
"3048",100081,2004,3
"3049",100081,2005,3
"3050",100081,2006,3
"3051",100081,2007,3
"3052",100081,2008,3
"3053",100081,2009,3
"3054",100081,2010,3
"3055",100081,2011,3
"3056",100081,2012,3
"3057",100081,2013,3
"3058",100081,2014,3
"3059",100081,2015,3
"3060",100081,2016,3
"3061",100081,2017,3
"3062",100081,2018,3
"3063",100081,2019,3
"3064",100081,2020,4
"3065",130070,2011,1
"3066",130072,2007,14
"3067",130072,2008,4
"3068",130072,2009,14
"3069",130072,2010,14
"3070",130072,2011,16
"3071",130072,2012,15
"3072",130072,2013,14
"3073",130072,2014,13
"3074",130072,2015,15
"3075",130072,2016,8
"3076",130072,2018,6
"3077",130072,2019,7
"3078",130072,2020,5
"3079",140002,1991,12
"3080",140002,1992,12
"3081",140002,1993,12
"3082",140002,1994,12
"3083",140002,1995,12
"3084",140002,1996,12
"3085",140002,1997,12
"3086",140002,1998,12
"3087",140002,1999,12
"3088",140002,2000,12
"3089",140002,2001,12
"3090",140002,2002,12
"3091",140002,2003,12
"3092",140002,2004,12
"3093",140002,2005,12
"3094",140002,2006,12
"3095",140002,2007,12
"3096",140002,2008,12
"3097",140002,2009,13
"3098",140002,2010,13
"3099",140002,2011,14
"3100",140002,2012,14
"3101",140002,2013,14
"3102",140002,2014,14
"3103",140002,2015,14
"3104",140002,2016,14
"3105",140002,2017,14
"3106",140002,2018,14
"3107",140002,2019,14
"3108",140002,2020,14
"3109",140026,2006,1
"3110",140026,2007,1
"3111",140026,2008,1
"3112",140026,2009,1
"3113",140026,2010,1
"3114",140026,2011,1
"3115",140026,2012,1
"3116",140026,2013,1
"3117",140026,2014,1
"3118",140026,2015,1
"3119",140026,2016,1
"3120",140026,2017,1
"3121",140026,2018,1
"3122",140026,2019,1
"3123",140026,2020,1
"3124",140055,1991,1
"3125",140055,1992,1
"3126",140055,1993,1
"3127",140055,1994,1
"3128",140055,1995,1
"3129",140055,1996,1
"3130",140055,1997,1
"3131",140055,1998,1
"3132",140055,1999,1
"3133",140055,2000,1
"3134",140055,2001,1
"3135",140055,2002,1
"3136",140055,2003,1
"3137",140055,2004,1
"3138",140055,2005,1
"3139",140055,2006,1
"3140",140055,2007,1
"3141",140055,2008,1
"3142",140055,2009,1
"3143",140055,2010,1
"3144",140055,2011,1
"3145",140055,2012,1
"3146",140055,2013,1
"3147",140055,2014,1
"3148",150021,1991,6
"3149",150021,1992,6
"3150",150021,1993,6
"3151",150021,1994,6
"3152",150021,1995,6
"3153",150021,1996,6
"3154",150021,1997,6
"3155",150021,1998,6
"3156",150021,1999,6
"3157",150021,2000,6
"3158",150021,2001,6
"3159",150021,2002,6
"3160",150021,2003,6
"3161",150021,2004,6
"3162",150021,2005,6
"3163",150021,2006,6
"3164",150021,2007,6
"3165",150021,2008,6
"3166",150021,2009,6
"3167",150021,2010,6
"3168",150021,2011,6
"3169",150021,2012,6
"3170",150021,2013,6
"3171",150021,2014,6
"3172",150021,2015,6
"3173",150021,2016,6
"3174",150021,2017,6
"3175",150021,2018,6
"3176",150021,2019,6
"3177",150021,2020,6
"3178",150062,1991,2
"3179",150062,1992,2
"3180",150062,1993,2
"3181",150062,1994,2
"3182",150062,1995,2
"3183",150062,1996,2
"3184",150062,1997,2
"3185",150062,1998,2
"3186",150062,1999,2
"3187",150062,2000,2
"3188",150062,2001,2
"3189",150062,2002,2
"3190",150062,2003,2
"3191",150062,2004,2
"3192",150062,2005,2
"3193",150062,2006,2
"3194",150062,2007,2
"3195",150062,2008,2
"3196",150062,2009,2
"3197",150062,2010,2
"3198",150062,2011,2
"3199",150062,2012,2
"3200",150062,2013,2
"3201",150062,2014,3
"3202",150062,2015,3
"3203",150062,2016,3
"3204",150062,2017,3
"3205",150062,2018,2
"3206",150062,2019,2
"3207",150062,2020,3
"3208",150064,2017,1
"3209",150064,2018,1
"3210",150064,2019,1
"3211",150064,2020,1
"3212",150070,1991,1
"3213",150070,1992,1
"3214",150070,1993,1
"3215",150070,1994,1
"3216",150070,1995,1
"3217",150070,1996,1
"3218",150070,1997,1
"3219",150070,1998,1
"3220",150070,1999,1
"3221",150070,2000,1
"3222",150070,2001,1
"3223",150070,2002,1
"3224",150070,2003,1
"3225",150070,2004,1
"3226",150070,2005,1
"3227",150070,2006,1
"3228",150070,2007,1
"3229",150070,2008,1
"3230",150070,2009,1
"3231",150070,2010,1
"3232",150070,2011,1
"3233",150070,2012,1
"3234",150070,2013,1
"3235",150070,2014,1
"3236",150070,2015,1
"3237",150070,2016,1
"3238",150070,2017,1
"3239",150070,2018,1
"3240",150070,2019,1
"3241",150070,2020,1
"3242",160004,1991,5
"3243",160004,1992,5
"3244",160004,1993,5
"3245",160004,1994,5
"3246",160004,1995,6
"3247",160004,1996,5
"3248",160004,1997,4
"3249",160004,1998,4
"3250",160004,1999,4
"3251",160004,2000,4
"3252",160004,2001,4
"3253",160004,2002,4
"3254",160004,2003,4
"3255",160004,2004,4
"3256",160004,2005,4
"3257",160004,2006,4
"3258",160004,2007,4
"3259",160004,2008,4
"3260",160004,2009,4
"3261",160004,2010,4
"3262",160004,2011,4
"3263",160004,2012,4
"3264",160004,2013,4
"3265",160004,2014,4
"3266",160004,2015,6
"3267",160004,2016,6
"3268",160004,2017,6
"3269",160004,2018,6
"3270",160004,2019,6
"3271",160004,2020,6
"3272",160006,1991,1
"3273",160006,1992,1
"3274",160006,1993,1
"3275",160006,1994,1
"3276",160006,1995,1
"3277",160006,1996,1
"3278",160006,1997,1
"3279",160006,1998,1
"3280",160006,1999,1
"3281",160006,2002,1
"3282",160006,2003,1
"3283",160006,2004,1
"3284",160006,2005,1
"3285",160006,2006,1
"3286",160006,2007,1
"3287",160006,2008,1
"3288",160006,2009,1
"3289",160006,2010,1
"3290",160006,2011,1
"3291",160006,2012,1
"3292",160006,2013,1
"3293",160006,2014,1
"3294",160006,2015,1
"3295",160006,2016,1
"3296",160006,2017,1
"3297",160006,2018,1
"3298",160006,2019,1
"3299",160006,2020,1
"3300",160009,1992,1
"3301",160009,1993,1
"3302",160009,1994,1
"3303",160009,1995,1
"3304",160009,1996,1
"3305",160009,1997,1
"3306",160009,1998,1
"3307",160009,1999,1
"3308",160009,2000,1
"3309",160009,2001,1
"3310",160009,2002,1
"3311",160009,2003,1
"3312",160009,2004,1
"3313",160009,2005,1
"3314",160009,2006,1
"3315",160009,2007,1
"3316",160009,2008,1
"3317",160009,2009,1
"3318",160009,2010,1
"3319",160009,2011,1
"3320",160009,2012,1
"3321",160009,2013,1
"3322",160009,2014,1
"3323",160009,2015,1
"3324",160009,2016,1
"3325",160009,2017,1
"3326",160009,2018,1
"3327",160009,2019,1
"3328",160009,2020,1
"3329",160013,1991,2
"3330",160013,1992,2
"3331",160013,1993,2
"3332",160013,1994,2
"3333",160013,1995,2
"3334",160013,1996,2
"3335",160013,1997,2
"3336",160013,1998,2
"3337",160013,1999,2
"3338",160013,2000,2
"3339",160013,2001,2
"3340",160013,2002,2
"3341",160013,2003,2
"3342",160013,2004,2
"3343",160013,2005,2
"3344",160013,2006,2
"3345",160013,2007,2
"3346",160013,2008,2
"3347",160013,2009,2
"3348",160013,2010,2
"3349",160013,2011,2
"3350",160013,2012,2
"3351",160013,2013,2
"3352",160013,2014,2
"3353",160013,2015,2
"3354",160013,2016,2
"3355",160013,2017,1
"3356",160013,2018,1
"3357",160013,2019,1
"3358",160013,2020,1
"3359",160018,1991,23
"3360",160018,1992,23
"3361",160018,1993,23
"3362",160018,1994,23
"3363",160018,1995,23
"3364",160018,1996,23
"3365",160018,1997,23
"3366",160018,1998,23
"3367",160018,1999,23
"3368",160018,2000,23
"3369",160018,2001,23
"3370",160018,2002,23
"3371",160018,2003,23
"3372",160018,2004,23
"3373",160018,2005,23
"3374",160018,2006,23
"3375",160018,2007,23
"3376",160018,2008,23
"3377",160018,2009,23
"3378",160018,2010,23
"3379",160018,2011,23
"3380",160018,2012,23
"3381",160018,2013,23
"3382",160018,2014,23
"3383",160018,2015,23
"3384",160018,2016,23
"3385",160018,2017,23
"3386",160018,2018,23
"3387",160018,2019,23
"3388",160018,2020,23
"3389",160019,2015,1
"3390",160019,2016,2
"3391",160019,2017,2
"3392",160019,2018,2
"3393",160019,2019,2
"3394",160019,2020,2
"3395",160022,1991,9
"3396",160022,1992,9
"3397",160022,1993,9
"3398",160022,1994,10
"3399",160022,1995,10
"3400",160022,1996,10
"3401",160022,1997,10
"3402",160022,1998,10
"3403",160022,1999,10
"3404",160022,2000,10
"3405",160022,2001,10
"3406",160022,2002,10
"3407",160022,2003,10
"3408",160022,2004,12
"3409",160022,2005,13
"3410",160022,2006,13
"3411",160022,2007,13
"3412",160022,2008,13
"3413",160022,2009,13
"3414",160022,2010,13
"3415",160022,2011,13
"3416",160022,2012,13
"3417",160022,2013,13
"3418",160022,2014,13
"3419",160022,2015,13
"3420",160022,2016,13
"3421",160022,2017,13
"3422",160022,2018,13
"3423",160022,2019,13
"3424",160022,2020,13
"3425",160023,1991,9
"3426",160023,1992,9
"3427",160023,1993,9
"3428",160023,1994,9
"3429",160023,1995,9
"3430",160023,1996,10
"3431",160023,1997,9
"3432",160023,1998,8
"3433",160023,1999,10
"3434",160023,2000,10
"3435",160023,2001,10
"3436",160023,2002,10
"3437",160023,2004,8
"3438",160023,2005,8
"3439",160023,2006,9
"3440",160023,2007,9
"3441",160023,2008,10
"3442",160023,2009,10
"3443",160023,2010,10
"3444",160023,2011,10
"3445",160023,2012,11
"3446",160023,2013,11
"3447",160023,2014,11
"3448",160023,2015,11
"3449",160023,2016,11
"3450",160023,2017,12
"3451",160023,2018,12
"3452",160023,2019,12
"3453",160023,2020,12
"3454",160029,1991,1
"3455",160029,1992,1
"3456",160029,1993,1
"3457",160029,1994,1
"3458",160029,1995,1
"3459",160029,1996,1
"3460",160029,1997,1
"3461",160029,1998,1
"3462",160029,1999,1
"3463",160029,2000,1
"3464",160029,2001,1
"3465",160029,2002,1
"3466",160029,2003,1
"3467",160029,2004,1
"3468",160029,2005,1
"3469",160029,2006,1
"3470",160029,2007,1
"3471",160029,2008,1
"3472",160029,2009,1
"3473",160029,2010,1
"3474",160029,2011,1
"3475",160029,2012,1
"3476",160029,2013,1
"3477",160029,2014,1
"3478",160029,2015,1
"3479",160029,2016,1
"3480",160029,2017,1
"3481",160029,2018,1
"3482",160029,2019,1
"3483",160029,2020,1
"3484",160072,1991,6
"3485",160072,1992,6
"3486",160072,1993,6
"3487",160072,1994,6
"3488",160072,1995,6
"3489",160072,1996,6
"3490",160072,1997,6
"3491",160072,1998,6
"3492",160072,1999,6
"3493",160072,2000,6
"3494",160072,2001,6
"3495",160072,2002,6
"3496",160072,2003,7
"3497",160072,2004,7
"3498",160072,2005,8
"3499",160072,2006,8
"3500",160072,2007,8
"3501",160072,2008,8
"3502",160072,2009,8
"3503",160072,2010,8
"3504",160072,2011,8
"3505",160072,2012,8
"3506",160072,2013,8
"3507",160072,2014,8
"3508",160072,2015,8
"3509",160072,2016,8
"3510",160072,2017,8
"3511",160072,2018,8
"3512",160072,2019,8
"3513",160072,2020,8
"3514",160090,1991,1
"3515",160090,1992,1
"3516",160090,1993,1
"3517",160090,1994,1
"3518",160090,1995,1
"3519",160090,1996,1
"3520",160090,1997,1
"3521",160090,1998,1
"3522",160090,1999,1
"3523",160090,2000,1
"3524",160090,2001,1
"3525",160090,2002,1
"3526",160090,2003,1
"3527",160090,2004,1
"3528",160090,2005,1
"3529",160090,2006,1
"3530",160090,2007,2
"3531",160090,2008,2
"3532",160090,2009,2
"3533",160090,2010,2
"3534",160090,2011,2
"3535",160090,2012,2
"3536",160090,2013,2
"3537",160090,2014,2
"3538",160090,2015,2
"3539",160090,2016,2
"3540",160090,2017,2
"3541",160090,2018,2
"3542",160090,2019,2
"3543",160090,2020,2
"3544",160097,2004,1
"3545",160097,2005,1
"3546",160097,2006,1
"3547",160097,2007,2
"3548",160097,2008,1
"3549",160097,2009,1
"3550",160097,2010,1
"3551",160097,2011,1
"3552",160097,2012,1
"3553",160097,2013,1
"3554",160097,2014,1
"3555",160097,2015,1
"3556",160097,2016,1
"3557",160097,2017,1
"3558",160097,2018,1
"3559",160097,2019,1
"3560",160097,2020,1
