Plotnummer,Quadrant,Rückegasse,Baumart,Höhe,Höhe Vorjahr,Höhe Vorvorjahr,Länge,Länge Vorjahr,Länge Vorvorjahr,Gesamtanzahl Triebe,ets.abgestorben.frisch,ets.abgestorben.alt,ets.lebend,verbiss.lebend,verbiss.abgestorben,sonstiges.abgestorben,Bemerkungen,Foto
,,,sah,112,107,102,,,,,,,,,,,,
,,,hbu,281,275,245,423,413,365,,,,,,,,,
,,,esch,301,290,264,,,,1,,,,,,,,
,so,,bah,102,93,80,133,124,110,,,,,,,,,
,,,esch,183,164,133,,,,1,,,,,,,,
,,,esch,111,105,97,,,,1,,,,,,,,
,,,hbu,375,340,278,404,352,284,,,,,,,,,
,,,hbu,110,102,89,136,128,114,,,,,,,,,
,,,esch,143,135,122,,,,1,,,,,,,,
,,,esch,100,96,89,,,,1,,,,,,,,
,,,esch,274,262,225,,,,1,,,,,,,,
,,,hbu,105,102,95,,,,,,,,,,,,
,,,hbu,55,53,52,65,63,60,,,,,,,,,
,,,esch,95,89,82,110,104,98,1,,,,,,,,
,,,bah,84,77,67,,,,,,,,,,,,
,,,esch,123,119,117,,,,5,,,,,,2,,
,,,esch,147,136,116,,,,1,,,,,,,,
,,,bah,170,136,107,,,,,,,,,,,,
,,,sah,115,96,85,,,,,,,,,,,,
,,,sah,155,145,137,167,156,148,,,,,,,,,
,,,esch,274,243,206,,,,1,,,,,,,,
,sw,,sah,71,69,65,,,,,,,,,,,,
,,,esch,114,110,104,111,108,102,1,,,,,,,,
,,,esch,90,86,82,,,,1,,,,,,,,
,,,esch,74,69,61,,,,1,,,,,,,,
,,,esch,210,191,173,213,194,176,1,,,,,,,,
,,,sah,191,164,134,,,,,,,,,,,,
,,,esch,104,98,91,120,116,108,1,,,,,,,,
,,,esch,138,126,116,,,,1,,,,,,,,
,,,esch,190,185,173,201,195,180,1,,,,,,,,
,,,esch,233,209,185,,,,1,,,,T1,,,,
,,,hbu,116,114,112,126,124,121,,,,,,,,,
,,,esch,70,67,64,,,,1,,,,,,,,
,,,bah,114,102,85,,,,,,,,,,,,
,,,bah,182,158,133,,,,,,,,,,,,
,,,esch,67,59,,,,,1,,,,,,,,
,,,esch,119,107,87,125,112,92,1,,,,,,,,
,,,hbu,305,275,256,322,279,252,,,,,,,,,
,,,esch,88,84,76,112,108,102,1,,,,,,,,
,,,esch,286,264,223,,,,1,,,,,,,,
87,no,,sah,101,95,84,105,100,95,,,,,,,,,
,,,esch,63,55,,,,,1,,,,,,,,
,,,bah,126,114,107,,,,,,,,,,,,
,,,esch,60,53,,,,,1,,,,,,,,
,,,esch,65,59,,78,69,,1,,,,,,,,
,,,esch,67,63,55,81,76,70,1,,,,,,,,
,,,esch,61,53,,,,,1,,,,,,,,
,,,esch,56,44,,,,,1,,,,,,,,
,,,esch,140,131,124,137,126,122,1,,,,,,,,
,,,esch,116,108,93,,,,3,,,t1,,,,,
,,,esch,55,48,43,60,56,49,1,,,,,,,,
,,,esch,162,154,137,,,,1,,,,,,,,
,,,esch,129,118,111,,,,1,,,,,,,,
,,,sah,137,124,112,156,144,132,,,,,,,,,
,,,esch,68,60,,78,70,,1,,,,,,,,
,nw,,esch,74,64,,,,,1,,,,,,,,
,,,esch,62,58,49,87,81,72,1,,,,,,,,
,,,esch,55,46,,69,62,,1,,,,,,,,
,,,esch,78,73,70,97,93,90,1,,,,,,,,
,,,esch,63,55,,,,,1,,,,,,,totholz lag drauf,
,,,sah,106,98,93,112,103,97,,,,,,,,,
,sw,,esch,61,50,,,,,1,,,,,,,,
,,,esch,39,27,,,,,1,,,,,,,,
,,,esch,78,71,,,,,1,,,,,,,,
,,,esch,38,,,,,,1,,,,,,,,
,,,esch,62,55,,,,,1,,,,,,,,
,,,esch,62,53,,75,66,,1,,,,,,,,
,,,esch,78,67,56,,,,1,,,,,,,,
,so,,esch,70,61,,,,,1,,,,,,,,
,,,esch,35,,,,,,1,,,,,,,,
,,,esch,93,85,77,137,130,121,1,,,,,,,,
,,,esch,60,53,,,,,1,,,,,,,,
,,,esch,81,62,53,102,75,68,1,,,,,,,,
,,,sah,107,98,92,,,,,,,,,,,,
,,,esch,56,49,,,,,2,,,,,1,,,
,,,esch,86,80,77,,,,1,,,,,,,,
,,,esch,62,51,,,,,1,,,,,,,,
,,,esch,70,59,,,,,1,,,,,,,,
,,,sah,141,132,125,,,,,,,,,,,,
,,,esch,54,46,,,,,1,,,,,,,,
,,,esch,67,60,,79,70,,1,,,,,,,,
88,so,,esch,115,97,90,,,,1,,,,,,,Birke liegt teilweise im sw Quadranten,
,,,esch,92,84,82,,,,1,,,,,,,,
,,,esch,78,71,60,96,90,82,1,,,,,,,,
,,,esch,73,65,57,90,81,74,1,,,,,,,,
,,,esch,69,64,60,79,74,70,1,,,,,,,,
,,,esch,106,99,89,,,,1,,,,,,,,
,,,esch,91,80,72,94,80,75,1,,,,,,,,
,,,esch,55,50,40,95,90,81,1,,,,,,,,
,,,sah,99,84,75,109,93,80,,,,,,,,,
,,,esch,108,97,83,,,,1,,,,,,,,
,,,esch,57,50,42,91,85,74,1,,,,,,,,
,,,esch,40,35,28,52,47,39,1,,,,,,,,
,no,,bah,116,100,87,,,,,,,,,,,,
,,,esch,98,90,85,100,90,84,1,,,,,,,,
,,,esch,83,75,65,97,90,79,3,t1,,,,,,"grüne höhe 57, grüne länge 70",
,,,esch,56,47,40,,,,1,,,,,,,,
,,,esch,157,146,140,193,182,176,2,,,,,,1,,
,,,esch,96,93,91,,,,5,,1,,,,1,,
,,,sah,109,101,97,,,,,,,,,,,,
,,,bah,146,135,128,,,,,,,,,,,,
,,,sah,137,126,121,,,,,,,,,,,,
,,,esch,76,71,66,89,86,79,1,,,,,,,,
,,,esch,112,103,95,116,107,100,1,,,,,,,,
,,,sah,76,69,64,,,,,,,,,,,,
,,,esch,124,120,114,130,126,121,2,,,,,,1,,
,,,esch,76,74,71,82,77,73,1,,,,,,,,
,sw,,esch,119,114,112,163,156,133,1,,,,,,,,
,,,esch,130,116,113,,,,1,,,,,,,,
,,,esch,50,32,28,74,68,57,1,,,,,,,,
,,,esch,118,113,107,,,,1,,,,,,,,
,nw,,esch,89,83,78,105,99,92,2,,,,,,1,,
,,,bah,165,155,147,,,,,,,,,,,,
,,,esch,134,127,123,148,132,125,2,,,,,1,,,
,,,esch,96,88,85,102,97,93,1,,,,,,,,
,,,esch,129,122,116,141,132,127,1,,,,,,,,
,,,bah,217,205,200,,,,,,,,,,,,
,,,bah,106,97,91,114,105,98,,,,,,,,,
,,,esch,112,104,98,173,165,160,1,,,,,,,,
,,,esch,52,50,,,,,1,,,,,,,,
,,,esch,88,84,81,107,104,100,1,,,,,,,,
,,,esch,136,131,128,139,135,131,1,,,,,,,,
,,,sah,137,126,123,147,138,132,,,,,,,,,
,,,bah,141,132,125,,,,,,,,,,,,
,,,sah,147,139,135,,,,,,,,,,,,
89,sw,,sah,116,105,99,159,148,140,,,,,,,,,
,,,esch,75,63,60,132,125,121,1,,,,,,,,
,,,esch,54,50,46,59,54,51,1,,,,,,,,
,,,esch,46,,,,,,1,,,,t1,,,,
,,,bah,156,144,137,,,,,,,,,,,,
,so,,esch,55,,,,,,1,,,,,,,,
,,,bah,67,55,47,,,,,,,,,,,,
,,,esch,50,46,38,85,76,69,1,,,,,,,,
,,,bah,135,124,117,,,,,,,,,,,,
,,,esch,152,147,145,,,,1,,,,,,,,
,,,esch,54,40,,,,,1,,,,,,,,
,,,esch,125,117,114,174,169,163,2,,,,,,,,
,nw,,bah,106,95,84,,,,,,,,,,,,
,,,esch,62,48,39,100,83,71,1,,,,,,,,
,,,esch,65,57,,,,,1,,,,,,,,
,,,esch,162,157,154,,,,1,,,,,,,,
,,,esch,125,122,119,,,,2,,1,,,,,,
,no,, ,,,,,,,,,,,,,,,
90,nw,,esch,153,145,136,,,,1,,,,,,,,
,,,esch,69,,,,,,1,,,,,,,,
,,,esch,72,60,,,,,1,,,,,,,,
,,,bah,77,65,54,,,,,,,,,,,,
,,,bah,103,97,85,,,,,,,,,,,,
,,,bah,103,91,75,135,119,90,,,,,,,,,
,,,esch,85,78,,,,,1,,,,,,,,
,,,bah,91,77,64,,,,1,,,,,,,,
,,,esch,75,70,,,,,1,,,,,,,,
,no,,bah,145,135,120,,,,,,,,,,,,
,,,esch,213,197,185,312,297,284,3,,,,,,1,Aceria fraxinivora,
,,,esch,97,77,69,192,175,164,1,,,,,,,,
,,,esch,100,32,29,271,205,200,2,,,,,,,,
,so,,esch,71,,,88,,,1,,,,,,,,
,,,bah,75,70,,85,79,,,,,,,,,,
,,,hbu,54,52,48,,,,,,,,,,,,
,,,esch,74,66,56,,,,1,,,,,,,,
,,,esch,123,115,111,170,164,160,1,,,,,,,,
,,,esch,104,98,95,153,145,114,1,,,,,,,,
,,,bah,65,55,45,,,,,,,,,,,,
,,,esch,80,74,65,,,,1,,,,,,,,
,,,bah,108,100,93,163,158,145,,,,,,,,,
,,,esch,92,81,76,280,269,260,1,,,,,,,,
,,,bah,94,66,,,,,,,,,,,,,
,,,esch,98,84,,,,,1,,,,,,,,
,,,esch,104,67,73,170,147,140,2,,1,,,,,"höhe stimmt so, tote Höhe 124",
,,,esch,98,85,77,158,148,144,1,,,,,,,,
,sw,,bah,55,38,,100,82,,,,,,,,,,
,,,esch,79,68,,,,,1,,,,,,,,
,,,bah,85,79,,,,,,,,,,,,,
,,,esch,70,56,,75,62,,1,,,,,,,,
,,,esch,74,63,,84,73,,1,,,,,,,,
,,,esch,75,66,,,,,1,T1,,,,,,grüne Höhe 56,
91,,, ,,,,,,,,,,,,,,Referenz Baum 76 in 90 cm vom so Quadranten (Mitte),
,nw,,bah,195,186,180,208,197,190,,,,,,,,,
,,,hbu,113,110,105,185,181,170,,,,,,,,,
,,,bah,232,223,220,,,,,,,,,,,,
,,,bah,276,256,252,,,,,,,,,,,,
,,,esch,64,58,55,100,95,88,1,,,,,,,,
,,,sah,178,162,150,,,,,,,,,,,,
,,,sah,317,309,306,330,316,312,,,,,,,,,
,,,esch,292,287,275,,,,1,,,,,,,,
,,,bah,343,309,289,,,,,,,,,,,,
,no,,esch,105,102,99,,,,2,1,,,,,,,
,,,esch,92,84,80,146,139,135,3,1,,,,,1,,
,,,esch,253,246,238,278,268,258,9,,,,,,2,,
,,,esch,183,165,140,205,188,166,1,T1,,,,,,Grüne Höhe 160,
,,,esch,250,229,216,,,,1,,,,,,,,
,,,hbu,235,230,203,270,253,236,,,,,,,,,
,,,bah,123,113,105,,,,,,,,,,,,
,,,esch,87,75,67,,,,2,,,,,,,,
,,,esch,72,62,,,,,1,,,,,,,,
,,,esch,235,223,209,,,,1,,,,,,,,
,,,esch,144,131,124,163,156,141,1,T1,,,,,,grüne Höhe 126,
,,,bah,153,141,129,209,197,183,,,,,,,,,
,,,esch,92,78,64,,,,1,,,,,,,,
,,,bah,324,305,286,,,,,,,,,,,,
,,,esch,65,,,71,,,1,,,,,,,,
,,,esch,50,,,75,,,1,,,,,,T1,grüne Höhe 41,
,,,esch,49,,,77,,,1,,,,,,,,
,,,esch,223,185,172,263,227,215,1,,,,,,,,
,,,bah,87,76,71,98,88,81,,,,,,,,,
,so,,esch,47,43,,60,54,,1,,,,,,,,
,,,sah,173,155,149,,,,,,,,,,,,
,,,bah,102,94,85,116,105,97,,,,,,,,,
,,,bah,505,483,472,,,,,,,,,,,,
,,,esch,113,87,75,222,196,180,1,,,,,,,,
,,,esch,222,189,177,356,315,302,2,,,,,,1,,
,,,esch,75,70,,,,,1,,,,,,,,
,,,bah,136,127,120,,,,,,,,,,,,
,,,esch,235,222,216,262,250,242,1,,,,,,,,
,,,bah,261,237,218,,,,,,,,,,,,
,,,hbu,210,206,202,313,301,284,,,,,,,,,
,,,bah,350,315,294,,,,,,,,,,,,
,,,esch,267,256,250,,,,2,,,,,,,,
,sw,,esch,305,298,286,,,,2,,1,,,,,,
,,,esch,35,,,54,,,1,,,,,,,,
,,,esch,184,176,170,210,204,198,2,,,,,,1,,
,,,esch,111,106,100,140,135,130,2,,,,,,,,
,,,bah,228,226,222,,,,,,,,,,,,
,,,hbu,470,429,398,513,462,425,,,,,,,,,
,,,esch,75,65,,,,,1,,,,,,,,
,,,esch,368,364,352,,,,7,,,,,,,Triebe stimmt so,
,,,sah,302,280,266,,,,,,,,,,,,
,,,sah,210,199,188,243,228,215,,,,,,,,,
,,,esch,314,299,285,,,,1,,,,,,,,
,,,hbu,444,409,391,468,425,403,,,,,,,,,
98,nw,,esch,302,276,267,331,305,286,2,,,,,,,,
,,,esch,191,184,175,334,325,315,3,,,,,,1,,
,,,hbu,665,600,555,740,660,615,,,,,,,,,
,,,hbu,820,780,720,1380,1270,980,,,,,,,,,
,,,hbu,690,615,570,760,655,610,,,,,,,,,
,,,esch,252,239,230,290,279,270,2,,,,,,1,,
,,,esch,278,269,244,,,,3,,,,,1,,,
,,,esch,433,405,358,,,,2,,,,,,,,
,,,esch,303,295,272,,,,4,,,,,,2,Aceria fraxinivora,
,no,,hbu,1370,1280,830,,,,,,,,,,,,
,,,wli,1870,1630,1440,,,,,,,,,,,,
,,,hbu,121,115,100,,,,,,,,,,,,
,,,hbu,535,522,475,645,630,612,,,,,,,,,
,,,esch,560,529,395,,,,2,,1,,,,,,
,,,hbu,100,93,80,,,,,,,,,,,,
,,,esch,234,205,178,,,,1,,,,,,,,
,,,wli,90,85,73,104,96,87,,,,,,,,,
,sw,,sah,102,91,79,,,,,,,,,,,,
,,,esch,229,205,166,,,,1,,,,,,,,
,,,esch,200,188,150,,,,1,,,,,,,,
,,,hbu,729,704,657,,,,,,,,,,,,
,so,,esch,260,242,211,285,268,237,2,,,,,1,,,
,,,hbu,515,484,468,600,566,528,,,,,,,,,
,,,esch,106,104,92,,,,2,,,,,,1,,
,,,hbu,490,473,415,500,481,473,,,,,,,,,
,,,esch,545,537,530,,,,7,T1,,,,,2,,
,,,esch,97,92,81,102,95,85,2,,,,,,1,,
,,,hbu,615,572,515,,,,,,,,,,,,
,,,hbu,710,695,650,,,,,,,,,,,,
,,,hbu,1775,1550,1430,,,,,,,,,,,,
86,sw,,esch,99,92,89,,,,1,,,,,,,baum 297 steht 50cm östlich des so quadrsnten (mitte),
,,,esch,72,61,50,,,,1,,,,,,,,
,,,sah,81,72,65,,,,,,,,,,,,
,,,esch,74,70,65,,,,1,,,,,,,,
,,,esch,59,51,42,,,,1,,,,,,,,
,,,esch,107,99,94,110,104,99,1,,,,,,,,
,,,sah,50,39,32,,,,,,,,,,,,
,,,esch,39,35,,50,42,,1,,,,,,,,
,,,esch,39,36,,,,,1,,,,,,,,
,,,sah,91,1,1,,,,,,,,,,,,
,,,sah,105,99,91,,,,,,,,,,,,
,,,sah,152,141,132,156,146,135,,,,,,,,,
,,,esch,96,90,82,104,97,90,1,,,,,,,,
,,,esch,70,64,47,105,100,87,2,,,,,,1,,
,,,esch,61,54,,,,,2,,,,,1,,,
,,,sah,84,76,70,,,,,,,,,,,,
,,,sah,119,104,87,,,,,,,,,,,,
,,,esch,58,52,45,74,62,53,1,,,,,,,,
,,,esch,126,120,116,131,124,120,1,,,,,,,,
,so,,esch,80,76,63,110,105,89,1,,,,,,,,
,,,sah,75,70,64,,,,,,,,,,,,
,,,esch,103,94,86,120,112,104,1,,,,,,,,
,,,sah,115,108,102,,,,,,,,,,,,
,,,sah,101,94,91,110,105,101,,,,,,,,,
,,,esch,67,61,56,82,79,70,1,,,,,,,,
,,,esch,40,34,,52,47,,1,,,,,,,,
,,,esch,119,111,104,,,,1,,,,,,,,
,,,esch,70,64,,,,,1,,,,,,,,
,,,esch,53,47,,,,,1,,,,,,,,
,,,esch,39,33,,50,46,,1,,,,,,,,
,,,sah,94,82,71,124,114,102,,,,,,,,,
,no,,sah,129,124,115,145,139,134,,,,,,,,,
,,,esch,72,64,,,,,1,,,,,,,,
,,,sah,101,95,91,,,,,,,,,,,,
,,,sah,41,37,34,115,110,107,,,,,,,,,
,,,esch,57,50,45,,,,1,,,,,,,,
,,,sah,44,35,,,,,,,,,,,,,
,,,sah,86,81,72,95,89,79,,,,,,,,,
,,,sah,97,85,76,,,,,,,,,,,,
,,,esch,76,71,68,89,86,82,1,,,,,,,,
,,,esch,50,43,,,,,1,,,,,,,,
,,,esch,53,47,,61,56,,2,,,,,,,,
,,,sah,121,110,99,132,119,105,,,,,,,,,
,,,sah,77,69,62,,,,,,,,,,,,
,,,esch,82,73,,,,,1,,,,,,,,
,,,sah,107,99,94,123,112,107,,,,,,,,,
,,,bah,97,88,81,,,,,,,,,,,,
,,,esch,74,71,68,,,,1,,,,,,,,
,,,esch,47,41,,51,45,,1,,,,,,,,
,,,lindewi,56,44,,70,56,,,,,,,,,,
,,,sah,111,99,94,121,110,104,,,,,,,,,
,nw,,sah,62,54,46,70,61,54,,,,,,,,,
,,,sah,81,74,69,,,,,,,,,,,,
,,,sah,86,77,71,,,,,,,,,,,,
,,,esch,66,60,56,89,83,77,1,,,,,,,,
,,,esch,104,94,87,124,113,105,1,,,,,,,,
,,,bah,167,151,138,,,,,,,,,,,,
,,,esch,44,37,,71,66,,1,,,,,,,,
,,,esch,60,54,48,65,57,49,1,,,,,,,,
,,,esch,65,57,,77,69,,1,,,,,,,,
,,,esch,66,57,47,70,63,54,1,,,,,,,,
,,,esch,92,86,82,,,,1,,,,,,,,
,,,esch,56,52,,,,,1,,,,,,,,
,,,esch,65,54,,,,,3,1,,,,,,grüne höhe 56,
,,,esch,102,99,95,110,102,98,1,,,,,,,,
,,,sah,61,56,51,,,,,,,,,,,,
,,,esch,62,53,47,,,,1,,,,,,,,
,,,esch,39,32,,,,,2,,,,,,1,,
,,,sah,87,79,76,100,91,87,,,,,,,,,
,,,lindewi,264,245,233,289,273,264,,,,,,,,,
85,no,,esch,74,63,51,,,,1,,,,,,,,
,nw,,esch,183,176,172,189,182,179,1,,,,,,,,
,,,hbu,50,43,1,,,,,,,,,,,,
,,,lindewi,1600,1535,1502,,,,,,,,,,,,
,so,,esch,114,105,96,116,106,99,3,,,,,,,,
,,,esch,71,62,,76,63,,1,,,,,,,,
,,,lindewi,2150,2000,1913,,,,,,,,,,,,
,sw,,sah,114,103,95,,,,,,,,,,,,
,,,sah,109,96,90,,,,,,,,,,,,
,,,lindewi,357,329,322,,,,,,,,,,,,
,,,lindewi,3556,3459,3313,,,,,,,,,,,,
71,sw,,esch,272,256,245,,,,1,,,t1,,,,,
,,,esch,191,180,171,,,,1,,,,,,,,
,,,hbu,377,359,342,415,386,372,,,,,,,,,
,,,hbu,205,196,187,231,221,212,,,,,,,,,
,,,bah,348,311,284,,,,,,,,,,,,
,,,hbu,95,86,80,,,,,,,,,,,,
,,,hbu,94,83,81,,,,,,,,,,,,
,,,sah,135,109,90,,,,,,,,,,,,
,,,esch,136,124,119,145,134,125,1,,,,,,,,
,,,esch,154,144,132,161,152,141,1,,,,,,,,
,,,esch,60,51,,74,66,,2,,,,,1,,,
,,,esch,167,158,151,180,171,162,2,1,,,,,,grüne höhe b163,
,,,bah,392,358,330,,,,,,,,,,,,
,,,hbu,728,673,640,,,,,,,,,,,,
,,,esch,112,105,100,139,134,128,1,,,,,,,,
,,,esch,312,287,255,315,290,257,1,,,,,,,,
,,,esch,124,119,113,137,130,123,4,,2,,,,1,,
,,,hbu,139,130,124,,,,,,,,,,,,
,,,sah,64,53,,71,57,,,,,,,,,,
,,,hbu,85,72,70,,,,,,,,,,,,
,,,esch,142,132,121,145,136,125,1,,,,,,,,
,,,hbu,58,49,41,,,,,,,,,,,,
,,,hbu,56,52,47,,,,,,,,,,,,
,,,esch,179,168,145,185,176,149,3,,,,,,1,,
,,,hbu,83,68,55,,,,,,,,,,,,
,so,,esch,74,66,,88,81,,1,,,,,,,,
,,,esch,98,91,85,,,,1,,,,,,,,
,,,esch,80,76,68,,,,3,,,,,,1,,
,,,esch,80,76,,84,80,,1,,,,,,,,
,,,bah,137,120,104,,,,,,,,,,,,
,,,esch,211,179,142,215,187,148,1,,,,,,,,
,,,esch,111,105,101,132,127,122,1,,,,,,,,
,,,bah,93,79,67,132,116,107,,,,,,,,,
,,,hbu,172,156,142,177,153,139,,,,,,,,,
,,,esch,85,74,67,153,142,132,1,,,,,,,,
,,,esch,126,103,100,225,192,186,4,,2,t1,,,,,
,,,esch,76,61,,,,,1,,,,,,,,
,,,esch,141,129,118,,,,1,,,,,,,,
,,,hbu,97,91,89,,,,,,,,,,,,
,,,lindewi,73,59,,,,,,,,,,,,,
,,,esch,102,97,90,115,110,106,3,,2,,,,,,
,,,esch,95,90,87,,,,3,,1,,,,,,
,,,esch,149,136,124,162,151,138,1,,,,,,,,
,,,esch,129,123,119,139,135,132,1,,,,,,,,
,,,bah,67,58,50,74,63,55,,,,,,,,,
,nw,,hbu,94,80,67,119,101,74,,,,,,,,,
,,,hbu,545,529,514,585,562,541,,,,,,,,,
,,,hbu,87,83,79,,,,,,,,,,,,
,,,esch,56,52,,,,,1,,,,,,,,
,,,hbu,190,171,154,203,181,162,,,,,,,,,
,,,hbu,77,70,64,,,,,,,,,,,,
,,,esch,127,114,97,,,,1,,,,,,,,
,,,esch,82,74,66,,,,1,,,,,,,,
,,,hbu,367,355,328,451,422,380,,,,,,,,,
,,,bah,173,156,141,190,174,155,,,,,,,,,
,,,esch,68,59,40,132,112,101,1,,,,,,,,
,,,esch,60,47,42,95,80,60,1,,,,,,,,
,,,hbu,405,372,339,479,438,407,,,,,,,,,
,,,hbu,195,182,154,,,,,,,,,,,,
,,,hbu,119,114,106,,,,,,,,,,,,
,,,esch,105,93,83,129,144,106,1,,,,,,,,
,,,hbu,74,68,60,,,,,,,,,,,,
,no,,sah,251,220,195,,,,,,,,,,,,
,,,hbu,446,423,414,467,445,430,,,,,,,,,
,,,hbu,127,116,98,135,117,102,,,,,,,,,
,,,hbu,114,106,102,,,,,,,,,,,,
,,,esch,52,47,,59,52,,1,,,,,,,,
,,,esch,68,60,56,84,73,68,1,,,,,,,,
,,,esch,175,154,135,,,,1,,,,,,,,
,,,esch,102,96,90,,,,1,,,,,,,,
,,,hbu,109,104,97,112,106,100,,,,,,,,,
,,,hbu,324,311,301,360,341,322,,,,,,,,,
,,,esch,326,285,233,,,,2,,,,,,1,,
,,,hbu,112,99,92,123,112,104,,,,,,,,,
,,,esch,237,209,187,,,,1,,,t1,,,,,
,,,hbu,120,107,98,130,115,101,,,,,,,,,
,,,hbu,131,125,114,146,130,119,,,,,,,,,
,,,hbu,155,138,131,114,105,94,,,,,,,,,
,,,hbu,142,136,131,167,157,149,,,,,,,,,
,,,esch,60,53,46,,,,1,,,,,,,,
,,,esch,73,69,62,75,71,63,1,,,,,,,,
,,,esch,89,80,72,,,,1,,,,,,,,
57,,, ,,,,,,,,,,,,,,Referenz Baum 390 genau in der Mitte,
,nw,,sah,142,133,129,187,179,174,,,,,,,,,
,,,esch,70,62,,,,,1,,,,,,,,
,,,esch,76,62,,,,,1,,,,,,,,
,,,esch,68,61,,,,,1,,,,,,,,
,,,esch,78,73,65,,,,1,,,,,,,,
,,,sah,113,102,92,,,,,,,,,,,,
,,,esch,102,80,71,130,110,99,1,,,,,,,,
,,,esch,52,46,,,,,1,,,,,,,,
,no,,bah,87,71,52,107,94,81,,,,,,,,,
,,,bah,84,78,,,,,,,,,,,,,
,,,esch,58,51,,,,,1,T1,,,,,,grüne Höhe 45,
,,,bah,108,92,80,,,,,,,,,,,,
,,,esch,88,74,62,,,,1,,,,,,,,
,so,,bah,65,,,,,,,,,,,,,,
,,,sah,81,75,72,98,86,78,,,,,,,,,
,,,esch,58,55,53,75,73,70,1,,,,,,,,
,,,sah,99,92,87,,,,,,,,,,,,
,,,esch,60,56,,,,,1,,,,,,,,
,sw,,esch,83,70,,,,,1,,,,,,,,
,,,esch,80,76,70,,,,1,,,,,,,,
