Plotnummer,Quadrant,Rückegasse,Baumart,Höhe,Höhe Vorjahr,Höhe Vorvorjahr,Länge,Länge Vorjahr,Länge Vorvorjahr,Gesamtanzahl Triebe,ets.abgestorben.frisch,ets.abgestorben.alt,ets.lebend,verbiss.lebend,verbiss.abgestorben,sonstiges.abgestorben,Bemerkungen,Foto
,,,esche,357,334,300,,,,12,,,,,,10,,
,so,,esche,531,418,272,,,,15,1,t11,,,,1,,
,nw,,esche,405,389,356,,,,18,,,,,,15,,
,,,esche,434,263,258,,,,14,,,,,,10,,
,,,esche,513,455,406,,,,6,,,,,,4,,
,,,esche,89,,,,,,1,,,,,,,,
,sw,,esche,120,,,,,,1,,,,,,,,
,,,esche,100,,,128,,,1,,,,,,,,
42,nw,,bah,205,174,126,,,,,,,,,,,,
,,,esche,130,104,78,,,,1,,,,,,,,
,no,,esche,148,120,80,,,,1,,,,,,,,
,so,, ,,,,,,,,,,,,,,,
,sw,,esche,1115,1045,918,,,,52,,4,,,,10,,
,,,esche,475,291,1,,,,29,,t10,,,,13,,
,,,esche,485,456,318,,,,6,,,,,,4,,
59,nw,,esche,69,47,30,108,90,74,1,,,,,,,,
,,,bah,176,142,136,,,,,,,,,,,,
,,,bah,266,194,160,,,,,,,,,,,,
,,,esche,90,68,68,145,104,95,1,,,,,,,Höhe stimmt so,
,,,esche,90,43,35,143,84,50,1,,,,,,,,
,no,,bah,173,149,137,,,,,,,,,,,,
