"","ID_plot","Plotnummer","Flaeche","Rand","Zaun","Rueckegasse","keine.baeume","Flaeche.bedeckt","x","y","n_trees","n_species","n_ash","height_mean","height_median","height_max","height_min","n_ets_new","n_ets_old","n_ets_total"
"7861","16Wei",16,"Weisweil",TRUE,FALSE,FALSE,TRUE,FALSE,402142.183923879,5342645.63516412,0,0,0,NA,NA,NA,NA,0,0,0
"7862","17Wei",17,"Weisweil",TRUE,FALSE,FALSE,TRUE,FALSE,402140.18646902,5342655.28050881,0,0,0,NA,NA,NA,NA,0,0,0
"7863","29Wei",29,"Weisweil",TRUE,FALSE,FALSE,TRUE,FALSE,402138.189014161,5342664.92585349,0,0,0,NA,NA,NA,NA,0,0,0
"7864","44Wei",44,"Weisweil",TRUE,FALSE,FALSE,TRUE,FALSE,402143.839449127,5342686.21399772,0,0,0,NA,NA,NA,NA,0,0,0
"7865","53Wei",53,"Weisweil",TRUE,FALSE,FALSE,TRUE,FALSE,402072.327126616,5342691.52250307,0,0,0,NA,NA,NA,NA,0,0,0
"7866","60Wei",60,"Weisweil",TRUE,FALSE,FALSE,TRUE,FALSE,402118.55639518,5342711.15512205,0,0,0,NA,NA,NA,NA,0,0,0
"7867","2Pla",2,"Plattenwald",FALSE,FALSE,FALSE,FALSE,FALSE,490792.466436003,5429476.87312152,18,2,8,228.8,143.5,1057,74,0,0,0
"7885","1Pla",1,"Plattenwald",FALSE,FALSE,FALSE,FALSE,FALSE,490785.97195552,5429484.47718118,28,4,5,353.6,281.5,1186,60,1,0,1
"7913","10Pla",10,"Plattenwald",FALSE,FALSE,FALSE,FALSE,FALSE,490784.862376347,5429470.37864104,46,3,9,177,155,439,46,1,0,1
"7959","13Pla",13,"Plattenwald",FALSE,FALSE,FALSE,FALSE,FALSE,490777.258316691,5429463.88416056,33,4,4,140.7,80,635,44,1,0,1
"7992","12Pla",12,"Plattenwald",FALSE,FALSE,FALSE,FALSE,FALSE,490770.763836208,5429471.48822021,53,4,1,161.3,104,874,34,0,0,0
"8045","30Pla",30,"Plattenwald",FALSE,FALSE,FALSE,FALSE,FALSE,490763.159776551,5429464.99373973,3,2,0,1545,158,4365,112,0,0,0
"8048","33Pla",33,"Plattenwald",FALSE,FALSE,FALSE,FALSE,FALSE,490768.544677862,5429443.29113994,26,5,2,87.8,79,203,29,1,0,1
"8074","4Pla",4,"Plattenwald",FALSE,FALSE,TRUE,FALSE,FALSE,490805.455396969,5429461.66500221,65,5,16,237.5,214,1544,40,2,2,2
"8139","8Pla",8,"Plattenwald",FALSE,FALSE,FALSE,FALSE,FALSE,490797.851337313,5429455.17052173,67,7,19,154.5,132,714,25,0,0,0
"8206","15Pla",15,"Plattenwald",FALSE,FALSE,FALSE,FALSE,FALSE,490790.247277657,5429448.67604125,21,4,0,330,299,1095,118,0,0,0
"8227","27Pla",27,"Plattenwald",FALSE,FALSE,FALSE,FALSE,FALSE,490782.643218001,5429442.18156076,36,4,1,279.5,158,1327,80,0,0,0
"8263","34Pla",34,"Plattenwald",FALSE,FALSE,FALSE,FALSE,FALSE,490775.039158345,5429435.68708028,4,3,1,124.2,127.5,185,57,0,0,0
"8267","46Pla",46,"Plattenwald",FALSE,FALSE,FALSE,FALSE,FALSE,490767.435098689,5429429.1925998,11,5,1,322.8,204,981,50,1,1,1
"8278","53Pla",53,"Plattenwald",FALSE,FALSE,FALSE,FALSE,FALSE,490759.831039033,5429422.69811931,23,4,2,205,128,1629,75,1,0,1
"8301","66Pla",66,"Plattenwald",FALSE,FALSE,FALSE,FALSE,TRUE,490752.226979377,5429416.20363883,4,3,1,283,270.5,523,68,0,0,0
"8305","71Pla",71,"Plattenwald",FALSE,FALSE,TRUE,FALSE,FALSE,490744.622919721,5429409.70915835,177,5,29,142.4,106,880,37,9,5,10
"8482","72Pla",72,"Plattenwald",FALSE,FALSE,FALSE,FALSE,FALSE,490751.117400205,5429402.10509869,21,3,0,96.2,94,168,39,0,0,0
"8503","54Pla",54,"Plattenwald",FALSE,FALSE,FALSE,FALSE,TRUE,490766.325519517,5429415.09405966,1,1,0,2383,2383,2383,2383,0,0,0
"8504","35Pla",35,"Plattenwald",FALSE,FALSE,FALSE,FALSE,FALSE,490781.533638829,5429428.08302062,28,6,1,232.3,158,1080,83,0,0,0
"8532","3Pla",3,"Plattenwald",FALSE,FALSE,FALSE,FALSE,FALSE,490798.960916486,5429469.26906187,68,5,16,124.8,94.5,523,50,2,0,2
"8600","11Pla",11,"Plattenwald",FALSE,FALSE,FALSE,FALSE,FALSE,490778.367895863,5429477.9827007,35,2,3,171,118,821,74,3,2,3
"8635","9Pla",9,"Plattenwald",FALSE,FALSE,TRUE,FALSE,FALSE,490791.35685683,5429462.77458138,1,1,0,146,146,146,146,0,0,0
"8636","14Pla",14,"Plattenwald",FALSE,FALSE,FALSE,FALSE,FALSE,490783.752797174,5429456.2801009,39,4,14,111.9,95,279,43,3,0,3
"8675","28Pla",28,"Plattenwald",FALSE,FALSE,FALSE,FALSE,TRUE,490776.148737518,5429449.78562042,18,4,6,147.6,99,743,58,0,0,0
"8693","29Pla",29,"Plattenwald",FALSE,FALSE,FALSE,FALSE,FALSE,490769.654257035,5429457.38968007,49,6,2,229.4,149,900,54,0,0,0
"8742","31Pla",31,"Plattenwald",FALSE,FALSE,TRUE,TRUE,FALSE,490755.555716895,5429458.49925925,0,0,0,NA,NA,NA,NA,0,0,0
"8743","32Pla",32,"Plattenwald",FALSE,FALSE,FALSE,FALSE,FALSE,490762.050197379,5429450.89519959,34,5,5,250.7,130,837,62,0,0,0
"8777","36Pla",36,"Plattenwald",FALSE,FALSE,FALSE,FALSE,FALSE,490788.028119312,5429420.47896097,8,3,2,179,96.5,462,66,1,1,1
"8785","37Pla",37,"Plattenwald",FALSE,FALSE,FALSE,FALSE,FALSE,490794.522599795,5429412.87490131,24,4,1,237.2,140,1302,76,1,1,1
"8809","38Pla",38,"Plattenwald",FALSE,FALSE,FALSE,FALSE,FALSE,490801.017080279,5429405.27084165,3,2,0,363.3,380,450,260,0,0,0
"8812","39Pla",39,"Plattenwald",FALSE,FALSE,FALSE,FALSE,FALSE,490807.511560762,5429397.666782,5,3,1,166.8,152,304,51,0,0,0
"8817","40Pla",40,"Plattenwald",FALSE,FALSE,TRUE,FALSE,FALSE,490806.401981589,5429383.56824186,1,1,0,928,928,928,928,0,0,0
"8818","59Pla",59,"Plattenwald",FALSE,FALSE,FALSE,FALSE,TRUE,490798.797921933,5429377.07376138,2,1,0,1846.5,1846.5,2681,1012,0,0,0
"8820","41Pla",41,"Plattenwald",FALSE,FALSE,FALSE,FALSE,TRUE,490799.907501106,5429391.17230152,7,3,1,645.6,435,2134,218,1,1,1
"8827","58Pla",58,"Plattenwald",FALSE,FALSE,FALSE,FALSE,TRUE,490792.30344145,5429384.67782103,7,1,0,652.3,483,1654,321,0,0,0
"8834","57Pla",57,"Plattenwald",FALSE,FALSE,FALSE,FALSE,TRUE,490785.808960967,5429392.28188069,47,6,7,152,103,1484,48,0,0,0
"8881","45Pla",45,"Plattenwald",FALSE,FALSE,FALSE,FALSE,FALSE,490773.929579173,5429421.58854014,3,2,0,1757,87,5108,76,0,0,0
"8884","44Pla",44,"Plattenwald",FALSE,FALSE,FALSE,FALSE,FALSE,490780.424059656,5429413.98448048,5,4,1,171.6,198,276,65,1,0,1
"8889","43Pla",43,"Plattenwald",FALSE,FALSE,FALSE,FALSE,TRUE,490786.918540139,5429406.38042083,2,2,1,85,85,100,70,0,0,0
"8891","42Pla",42,"Plattenwald",FALSE,FALSE,FALSE,FALSE,FALSE,490793.413020623,5429398.77636117,4,3,1,658.5,727,987,193,1,1,1
"8895","63Pla",63,"Plattenwald",FALSE,FALSE,FALSE,FALSE,FALSE,490771.710420827,5429393.39145986,13,5,0,399,362,949,125,0,0,0
"8908","56Pla",56,"Plattenwald",FALSE,FALSE,FALSE,FALSE,FALSE,490779.314480483,5429399.88594034,49,6,14,277.3,103,6135,50,1,2,2
"8957","62Pla",62,"Plattenwald",FALSE,FALSE,FALSE,FALSE,FALSE,490778.204901311,5429385.7874002,58,5,9,170.2,92.5,3291,46,0,0,0
"9015","55Pla",55,"Plattenwald",FALSE,FALSE,FALSE,FALSE,FALSE,490772.82,5429407.49,2,2,0,1549.5,1549.5,2875,224,0,0,0
"9017","64Pla",64,"Plattenwald",FALSE,FALSE,FALSE,FALSE,FALSE,490765.215940344,5429400.99551952,16,3,0,905.2,136,3179,95,0,0,0
"9033","65Pla",65,"Plattenwald",FALSE,FALSE,FALSE,FALSE,FALSE,490758.721459861,5429408.59957917,50,4,3,191.4,110,1120,46,0,0,0
"9083","73Pla",73,"Plattenwald",FALSE,FALSE,FALSE,FALSE,FALSE,490757.611880688,5429394.50103903,18,4,4,215.6,148,875,59,0,0,0
"9101","74Pla",74,"Plattenwald",FALSE,FALSE,FALSE,FALSE,FALSE,490764.106361171,5429386.89697938,109,6,39,117,100,845,39,2,1,3
"9210","75Pla",75,"Plattenwald",FALSE,FALSE,FALSE,FALSE,FALSE,490770.600841655,5429379.29291972,18,5,5,499.8,184,1705,77,0,1,1
"9228","76Pla",76,"Plattenwald",FALSE,FALSE,FALSE,FALSE,FALSE,490777.095322138,5429371.68886007,4,2,0,500.8,495,899,114,0,0,0
"9232","77Pla",77,"Plattenwald",FALSE,FALSE,FALSE,FALSE,TRUE,490783.589802621,5429364.08480041,1,1,0,485,485,485,485,0,0,0
"9233","61Pla",61,"Plattenwald",FALSE,FALSE,FALSE,FALSE,FALSE,490784.699381794,5429378.18334055,3,2,0,541,549,775,299,0,0,0
"9236","60Pla",60,"Plattenwald",FALSE,FALSE,FALSE,FALSE,FALSE,490791.193862277,5429370.57928089,1,1,0,4500,4500,4500,4500,0,0,0
"9237","67Pla",67,"Plattenwald",FALSE,FALSE,FALSE,FALSE,FALSE,490745.732498894,5429423.80769849,75,6,2,148.1,119,518,41,0,0,0
"9312","68Pla",68,"Plattenwald",FALSE,FALSE,FALSE,FALSE,FALSE,490739.238018411,5429431.41175814,34,3,4,106.5,108,175,56,0,0,0
"9346","69Pla",69,"Plattenwald",FALSE,FALSE,FALSE,FALSE,FALSE,490732.743537928,5429439.0158178,86,3,12,198.1,152.5,595,51,1,0,1
"9432","50Pla",50,"Plattenwald",FALSE,FALSE,FALSE,FALSE,TRUE,490740.347597583,5429445.51029828,8,2,2,92.6,85.5,176,55,0,0,0
"9440","51Pla",51,"Plattenwald",FALSE,FALSE,FALSE,FALSE,FALSE,490746.842078067,5429437.90623862,82,3,4,181.5,125.5,450,55,0,0,0
"9522","49Pla",49,"Plattenwald",FALSE,FALSE,FALSE,FALSE,FALSE,490747.951657239,5429452.00477876,28,3,4,113.3,105,224,55,0,0,0
"9550","48Pla",48,"Plattenwald",FALSE,FALSE,FALSE,FALSE,FALSE,490754.446137723,5429444.40071911,18,3,4,308.2,111.5,1611,69,2,1,2
"9568","52Pla",52,"Plattenwald",FALSE,FALSE,FALSE,FALSE,FALSE,490753.33655855,5429430.30217897,46,4,5,357.9,176,1545,51,1,1,1
"9614","47Pla",47,"Plattenwald",FALSE,FALSE,FALSE,FALSE,FALSE,490760.940618206,5429436.79665945,47,3,0,367,230,3888,74,0,0,0
"9661","7Pla",7,"Plattenwald",FALSE,FALSE,FALSE,FALSE,FALSE,490804.345817797,5429447.56646207,34,6,11,255.1,107,2351,44,0,0,0
"9695","16Pla",16,"Plattenwald",FALSE,FALSE,FALSE,FALSE,FALSE,490796.741758141,5429441.07198159,20,3,0,262.7,261.5,868,80,0,0,0
"9715","17Pla",17,"Plattenwald",FALSE,FALSE,FALSE,FALSE,FALSE,490803.236238624,5429433.46792193,9,3,0,614.4,149,3525,121,0,0,0
"9724","26Pla",26,"Plattenwald",FALSE,FALSE,FALSE,FALSE,FALSE,490789.137698485,5429434.57750111,56,5,2,271.1,141.5,5599,55,0,0,0
"9780","25Pla",25,"Plattenwald",FALSE,FALSE,FALSE,FALSE,FALSE,490795.632178968,5429426.97344145,63,4,5,140.3,119,384,69,0,1,1
"9843","24Pla",24,"Plattenwald",FALSE,FALSE,FALSE,FALSE,FALSE,490802.126659451,5429419.36938179,23,5,8,616.5,422,3953,64,1,1,2
"9866","23Pla",23,"Plattenwald",FALSE,FALSE,FALSE,FALSE,TRUE,490808.621139935,5429411.76532214,2,2,1,181.5,181.5,313,50,0,0,0
"9868","22Pla",22,"Plattenwald",FALSE,FALSE,FALSE,FALSE,FALSE,490815.115620418,5429404.16126248,21,3,0,835.7,467,2528,160,0,0,0
"9889","21Pla",21,"Plattenwald",FALSE,FALSE,FALSE,FALSE,FALSE,490821.610100901,5429396.55720283,23,3,3,489,315,2897,141,1,3,3
"9912","20Pla",20,"Plattenwald",FALSE,FALSE,FALSE,FALSE,TRUE,490822.719680074,5429410.65574296,2,1,0,3981,3981,7201,761,0,0,0
"9914","19Pla",19,"Plattenwald",FALSE,FALSE,FALSE,FALSE,FALSE,490816.225199591,5429418.25980262,18,4,0,335.5,107,2970,65,0,0,0
"9932","5Pla",5,"Plattenwald",FALSE,FALSE,FALSE,FALSE,FALSE,490817.334778763,5429432.35834276,19,3,5,215.4,114,698,50,0,0,0
"9951","18Pla",18,"Plattenwald",FALSE,FALSE,FALSE,FALSE,TRUE,490809.730719107,5429425.86386228,1,1,1,71,71,71,71,0,0,0
"9952","6Pla",6,"Plattenwald",FALSE,FALSE,FALSE,FALSE,FALSE,490810.84029828,5429439.96240242,19,4,8,445.4,100,5481,53,0,0,0
"9971","70Pla",70,"Plattenwald",TRUE,FALSE,FALSE,TRUE,FALSE,490726.249057444,5429446.61987745,0,0,0,NA,NA,NA,NA,0,0,0
"9972","4Leu",4,"Leutzsch",FALSE,FALSE,FALSE,FALSE,FALSE,731410.177538589,5695244.49616797,89,2,8,237.4,210,495,80,0,0,0
"10061","3Leu",3,"Leutzsch",FALSE,FALSE,FALSE,FALSE,FALSE,731407.866429487,5695254.31710417,7,2,5,577.7,129,1871,56,1,3,3
"10068","2Leu",2,"Leutzsch",FALSE,FALSE,FALSE,FALSE,FALSE,731405.555320385,5695264.13804036,23,1,0,185.1,180,387,75,0,0,0
"10091","1Leu",1,"Leutzsch",FALSE,FALSE,FALSE,FALSE,FALSE,731403.244211283,5695273.95897656,39,2,13,180.9,142,1633,55,1,0,1
"10130","20Leu",20,"Leutzsch",FALSE,FALSE,FALSE,FALSE,FALSE,731412.870673495,5695276.31677474,2,1,0,215,215,250,180,0,0,0
"10132","19Leu",19,"Leutzsch",FALSE,FALSE,FALSE,FALSE,FALSE,731415.181782597,5695266.49583854,67,3,9,166.8,135,873,58,0,0,0
"10199","18Leu",18,"Leutzsch",FALSE,FALSE,FALSE,FALSE,FALSE,731417.492891699,5695256.67490234,38,2,8,204.9,127.5,1500,70,1,1,1
"10237","21Leu",21,"Leutzsch",FALSE,FALSE,FALSE,FALSE,FALSE,731424.808244809,5695268.85363671,26,2,4,418.4,381,1350,115,0,1,1
"10263","22Leu",22,"Leutzsch",FALSE,FALSE,FALSE,FALSE,FALSE,731427.119353911,5695259.03270052,47,3,8,315.5,196,1753,79,3,1,3
"10310","23Leu",23,"Leutzsch",FALSE,FALSE,FALSE,FALSE,FALSE,731429.430463013,5695249.21176432,35,2,6,203.7,211,735,75,0,0,0
"10345","24Leu",24,"Leutzsch",FALSE,FALSE,FALSE,FALSE,FALSE,731431.741572115,5695239.39082813,16,2,13,210.6,136,1315,80,1,0,1
"10361","25Leu",25,"Leutzsch",FALSE,FALSE,FALSE,TRUE,FALSE,731434.052681218,5695229.56989193,0,0,0,NA,NA,NA,NA,0,0,0
"10362","26Leu",26,"Leutzsch",FALSE,FALSE,FALSE,FALSE,FALSE,731436.36379032,5695219.74895573,19,2,1,298.7,266,583,76,0,0,0
"10381","40Leu",40,"Leutzsch",FALSE,FALSE,FALSE,FALSE,FALSE,731434.434707021,5695271.21143489,7,2,3,423.4,165,1748,23,1,1,1
"10388","39Leu",39,"Leutzsch",FALSE,FALSE,FALSE,FALSE,FALSE,731436.745816123,5695261.39049869,11,2,9,1074.5,895,2740,155,4,5,7
"10399","38Leu",38,"Leutzsch",FALSE,FALSE,FALSE,FALSE,FALSE,731439.056925225,5695251.5695625,12,2,5,129.4,129.5,239,64,0,0,0
"10411","37Leu",37,"Leutzsch",FALSE,FALSE,FALSE,FALSE,FALSE,731441.368034327,5695241.7486263,7,2,5,298.3,153,1075,53,0,0,0
"10418","36Leu",36,"Leutzsch",FALSE,FALSE,FALSE,TRUE,FALSE,731443.67914343,5695231.9276901,0,0,0,NA,NA,NA,NA,0,0,0
"10419","46Leu",46,"Leutzsch",FALSE,FALSE,FALSE,FALSE,FALSE,731453.305605641,5695234.28548828,5,1,0,506.6,582,915,164,0,0,0
"10424","45Leu",45,"Leutzsch",FALSE,FALSE,FALSE,FALSE,FALSE,731450.994496539,5695244.10642448,37,2,16,190.6,157,535,39,0,0,0
"10461","44Leu",44,"Leutzsch",FALSE,FALSE,FALSE,FALSE,FALSE,731448.683387437,5695253.92736067,1,1,1,94,94,94,94,0,0,0
"10462","43Leu",43,"Leutzsch",FALSE,FALSE,FALSE,FALSE,FALSE,731446.372278335,5695263.74829687,9,1,9,351,405,610,89,1,1,1
"10471","42Leu",42,"Leutzsch",FALSE,FALSE,FALSE,FALSE,FALSE,731444.061169233,5695273.56923306,6,2,5,426.3,340,1115,130,0,2,2
"10477","59Leu",59,"Leutzsch",FALSE,FALSE,FALSE,FALSE,FALSE,731458.309849649,5695256.28515885,19,3,13,137,107,320,60,0,0,0
"10496","60Leu",60,"Leutzsch",FALSE,FALSE,FALSE,FALSE,FALSE,731455.998740547,5695266.10609504,6,1,6,476.8,396,991,58,2,3,4
"10502","61Leu",61,"Leutzsch",FALSE,FALSE,FALSE,FALSE,FALSE,731453.687631445,5695275.92703124,30,3,7,271,195.5,810,71,0,0,0
"10532","64Leu",64,"Leutzsch",FALSE,FALSE,FALSE,TRUE,TRUE,731463.314093656,5695278.28482941,0,0,0,NA,NA,NA,NA,0,0,0
"10533","65Leu",65,"Leutzsch",FALSE,FALSE,FALSE,FALSE,FALSE,731465.625202759,5695268.46389322,18,2,13,121.7,104,440,34,3,1,3
"10551","66Leu",66,"Leutzsch",FALSE,FALSE,FALSE,FALSE,FALSE,731467.936311861,5695258.64295702,25,1,0,195.8,185,408,112,0,0,0
"10576","67Leu",67,"Leutzsch",FALSE,FALSE,FALSE,FALSE,FALSE,731470.247420963,5695248.82202083,10,2,3,330.2,205,1035,116,1,2,2
"10586","68Leu",68,"Leutzsch",FALSE,FALSE,FALSE,FALSE,FALSE,731472.558530065,5695239.00108463,24,3,5,203.3,195,400,75,0,0,0
"10610","69Leu",69,"Leutzsch",FALSE,FALSE,FALSE,FALSE,FALSE,731474.869639167,5695229.18014843,29,2,19,230.1,135,1858,64,1,1,1
"10639","78Leu",78,"Leutzsch",FALSE,FALSE,FALSE,FALSE,TRUE,731484.496101379,5695231.53794661,2,2,0,2223,2223,4300,146,0,0,0
"10641","79Leu",79,"Leutzsch",FALSE,FALSE,FALSE,FALSE,FALSE,731482.184992277,5695241.3588828,14,1,14,460.1,124.5,1675,42,3,5,5
"10655","80Leu",80,"Leutzsch",FALSE,FALSE,FALSE,FALSE,FALSE,731479.873883175,5695251.179819,24,2,8,198.2,155,934,62,1,2,2
"10679","81Leu",81,"Leutzsch",FALSE,FALSE,FALSE,FALSE,FALSE,731477.562774073,5695261.0007552,17,2,9,124.7,109,215,80,0,0,0
"10696","82Leu",82,"Leutzsch",FALSE,FALSE,FALSE,FALSE,FALSE,731475.251664971,5695270.82169139,25,2,4,249.1,198,688,62,0,1,1
"10721","83Leu",83,"Leutzsch",FALSE,FALSE,FALSE,FALSE,FALSE,731472.940555868,5695280.64262759,31,2,5,438.6,326,1502,95,1,0,1
"10752","86Leu",86,"Leutzsch",FALSE,FALSE,FALSE,FALSE,FALSE,731482.56701808,5695283.00042576,44,2,18,269.3,178.5,1762,45,3,4,4
"10796","84Leu",84,"Leutzsch",FALSE,FALSE,FALSE,TRUE,TRUE,731470.629446766,5695290.46356378,0,0,0,NA,NA,NA,NA,0,0,0
"10797","87Leu",87,"Leutzsch",FALSE,FALSE,FALSE,FALSE,FALSE,731484.878127183,5695273.17948957,40,3,14,254.7,207.5,803,90,2,1,2
"10837","88Leu",88,"Leutzsch",FALSE,FALSE,FALSE,FALSE,FALSE,731487.189236285,5695263.35855337,39,2,17,180.9,169,318,70,0,0,0
"10876","89Leu",89,"Leutzsch",FALSE,FALSE,FALSE,FALSE,FALSE,731489.500345387,5695253.53761718,13,2,6,265.2,156,743,61,2,2,3
"10889","5Leu",5,"Leutzsch",FALSE,FALSE,FALSE,FALSE,FALSE,731412.488647691,5695234.67523178,29,2,7,194.2,183,490,43,0,0,0
"10918","6Leu",6,"Leutzsch",FALSE,FALSE,FALSE,FALSE,FALSE,731414.799756794,5695224.85429558,6,2,3,155.7,144.5,225,95,0,0,0
"10924","7Leu",7,"Leutzsch",FALSE,FALSE,FALSE,FALSE,FALSE,731417.110865896,5695215.03335938,29,2,13,180.3,156,466,66,0,0,0
"10953","8Leu",8,"Leutzsch",FALSE,FALSE,FALSE,FALSE,FALSE,731419.421974998,5695205.21242319,18,3,6,339.6,221,1096,83,2,1,2
"10971","9Leu",9,"Leutzsch",FALSE,FALSE,FALSE,FALSE,FALSE,731421.7330841,5695195.39148699,9,3,6,368.8,100,2114,54,1,0,1
"10980","10Leu",10,"Leutzsch",FALSE,FALSE,FALSE,FALSE,FALSE,731424.044193202,5695185.5705508,11,2,2,166.5,176,266,51,0,0,0
"10991","11Leu",11,"Leutzsch",FALSE,FALSE,FALSE,FALSE,FALSE,731433.670655414,5695187.92834897,6,3,3,801.8,261,2061,86,1,1,1
"10997","12Leu",12,"Leutzsch",FALSE,FALSE,FALSE,FALSE,FALSE,731431.359546312,5695197.74928517,24,3,17,495.7,442,1451,62,8,7,11
"11021","13Leu",13,"Leutzsch",FALSE,FALSE,FALSE,FALSE,FALSE,731429.04843721,5695207.57022136,34,2,13,439.9,295.5,1818,67,7,2,7
"11055","14Leu",14,"Leutzsch",FALSE,FALSE,FALSE,FALSE,FALSE,731426.737328108,5695217.39115756,9,2,2,258.3,134,624,80,0,0,0
"11064","15Leu",15,"Leutzsch",FALSE,FALSE,FALSE,FALSE,FALSE,731424.426219006,5695227.21209375,1,1,1,96,96,96,96,0,0,0
"11065","16Leu",16,"Leutzsch",FALSE,FALSE,FALSE,FALSE,FALSE,731422.115109903,5695237.03302995,55,3,10,277.4,273,598,83,0,0,0
"11120","17Leu",17,"Leutzsch",FALSE,FALSE,FALSE,FALSE,FALSE,731419.804000801,5695246.85396615,22,3,5,319.2,123,4304,73,0,0,0
"11142","29Leu",29,"Leutzsch",FALSE,FALSE,TRUE,FALSE,FALSE,731443.297117626,5695190.28614715,3,2,1,111.3,101,134,99,0,0,0
"11145","28Leu",28,"Leutzsch",FALSE,FALSE,FALSE,FALSE,FALSE,731440.986008524,5695200.10708334,39,3,8,144.9,132,313,57,0,0,0
"11184","27Leu",27,"Leutzsch",FALSE,FALSE,FALSE,FALSE,FALSE,731438.674899422,5695209.92801954,8,2,2,300.5,272,710,60,0,0,0
"11192","32Leu",32,"Leutzsch",FALSE,FALSE,FALSE,FALSE,FALSE,731452.923579838,5695192.64394532,39,4,1,364,116,9990,69,0,0,0
"11231","33Leu",33,"Leutzsch",FALSE,FALSE,FALSE,FALSE,FALSE,731450.612470736,5695202.46488152,38,5,11,153,129.5,972,54,0,0,0
"11269","34Leu",34,"Leutzsch",FALSE,FALSE,FALSE,FALSE,FALSE,731448.301361634,5695212.28581771,39,2,13,186.7,165,417,83,0,0,0
"11308","35Leu",35,"Leutzsch",FALSE,FALSE,FALSE,FALSE,FALSE,731445.990252532,5695222.10675391,19,2,9,222.5,167,588,105,0,0,0
"11327","51Leu",51,"Leutzsch",FALSE,FALSE,FALSE,TRUE,FALSE,731464.861151152,5695185.1808073,0,0,0,NA,NA,NA,NA,0,0,0
"11328","50Leu",50,"Leutzsch",FALSE,FALSE,FALSE,FALSE,FALSE,731462.55004205,5695195.0017435,15,3,1,199.5,142,582,92,0,0,0
"11343","49Leu",49,"Leutzsch",FALSE,FALSE,FALSE,FALSE,FALSE,731460.238932948,5695204.82267969,7,2,2,137.4,144,229,71,0,0,0
"11350","48Leu",48,"Leutzsch",FALSE,FALSE,FALSE,FALSE,FALSE,731457.927823846,5695214.64361589,22,2,9,315.9,245.5,978,60,1,1,1
"11372","58Leu",58,"Leutzsch",FALSE,FALSE,FALSE,FALSE,FALSE,731460.620958751,5695246.46422265,8,2,1,155.2,157.5,260,73,0,0,0
"11380","57Leu",57,"Leutzsch",FALSE,FALSE,FALSE,FALSE,FALSE,731462.932067853,5695236.64328645,18,2,2,300.7,276.5,933,103,0,0,0
"11398","56Leu",56,"Leutzsch",FALSE,FALSE,FALSE,FALSE,FALSE,731465.243176955,5695226.82235026,36,2,17,194.2,164.5,465,43,0,0,0
"11434","55Leu",55,"Leutzsch",FALSE,FALSE,FALSE,FALSE,TRUE,731467.554286058,5695217.00141406,6,3,4,168.5,120,476,76,1,1,1
"11440","54Leu",54,"Leutzsch",FALSE,FALSE,FALSE,FALSE,FALSE,731469.86539516,5695207.18047787,16,2,1,359.9,320.5,751,139,0,0,0
"11456","53Leu",53,"Leutzsch",FALSE,FALSE,FALSE,FALSE,FALSE,731472.176504262,5695197.35954167,7,2,1,285.1,179,930,121,1,1,1
"11463","72Leu",72,"Leutzsch",FALSE,FALSE,FALSE,FALSE,FALSE,731481.802966474,5695199.71733985,10,2,8,103.1,77.5,252,65,0,0,0
"11473","71Leu",71,"Leutzsch",FALSE,FALSE,FALSE,FALSE,FALSE,731479.491857372,5695209.53827604,19,2,5,158.4,158,259,80,0,0,0
"11492","70Leu",70,"Leutzsch",FALSE,FALSE,FALSE,FALSE,FALSE,731477.18074827,5695219.35921224,37,3,33,295.2,128,4650,74,3,1,3
"11529","75Leu",75,"Leutzsch",FALSE,FALSE,FALSE,FALSE,FALSE,731491.429428686,5695202.07513802,22,3,11,251.7,152.5,1734,71,3,1,3
"11551","76Leu",76,"Leutzsch",FALSE,FALSE,FALSE,FALSE,FALSE,731489.118319584,5695211.89607422,9,3,6,143.1,152,235,53,0,0,0
"11560","77Leu",77,"Leutzsch",FALSE,FALSE,FALSE,FALSE,FALSE,731486.807210481,5695221.71701041,34,2,18,152.9,134,333,56,1,1,2
"11594","94Leu",94,"Leutzsch",FALSE,FALSE,TRUE,TRUE,FALSE,731501.055890898,5695204.4329362,0,0,0,NA,NA,NA,NA,0,0,0
"11595","93Leu",93,"Leutzsch",FALSE,FALSE,TRUE,TRUE,TRUE,731498.744781796,5695214.25387239,0,0,0,NA,NA,NA,NA,0,0,0
"11596","92Leu",92,"Leutzsch",FALSE,FALSE,TRUE,TRUE,FALSE,731496.433672693,5695224.07480859,0,0,0,NA,NA,NA,NA,0,0,0
"11597","91Leu",91,"Leutzsch",FALSE,FALSE,TRUE,FALSE,FALSE,731494.122563591,5695233.89574478,24,2,7,573.2,503.5,1866,131,2,3,3
"11621","90Leu",90,"Leutzsch",FALSE,FALSE,TRUE,FALSE,FALSE,731491.811454489,5695243.71668098,65,2,11,463.8,304,3178,86,5,4,6
"11686","47Leu",47,"Leutzsch",FALSE,FALSE,FALSE,TRUE,FALSE,731455.616714743,5695224.46455208,0,0,0,NA,NA,NA,NA,0,0,0
"11687","95Leu",95,"Leutzsch",FALSE,FALSE,TRUE,FALSE,FALSE,731503.367,5695194.612,21,3,12,91.7,79,193,48,0,0,0
"11708","74Leu",74,"Leutzsch",FALSE,FALSE,FALSE,FALSE,FALSE,731493.740537788,5695192.25420182,23,2,8,190.1,153,958,65,1,1,1
